Fecha,Cliente,Elemento,Arbitro,PesoSeco,PesoTotal,An_Vendedor,An_Comprador,An_Arbitro,Diferencia_Vendedor_Comprador,Diferencia_Arbitro_Vendedor
2023-05-09,Cliente D,CU,Arbitro Meridiano,532725.19,22825.1,35.791,34.181,34.839,1.61,-0.952
2023-03-05,Cliente H,CU,Arbitro Cordillera,103673.05,24151.09,28.065,28.558,29.332,-0.493,1.267
2022-03-20,Cliente E,CU,Arbitro Cordillera,413037.18,77083.5,29.462,27.262,26.408,2.2,-3.054
2022-07-23,Cliente B,AG,Arbitro Andes,186722.73,11029.98,23.719,25.398,24.55,-1.679,0.831
2022-05-17,Cliente G,AG,Arbitro Austral,203169.52,63698.97,5.972,6.793,5.936,-0.821,-0.036
2022-06-15,Cliente C,AG,Arbitro Pacifico,366466.32,3413.2,4.906,4.85,5.103,0.056,0.197
2024-01-05,Cliente G,CU,Arbitro Andes,146375.12,63792.26,31.72,29.086,31.526,2.634,-0.194
2022-07-17,Cliente G,AG,Arbitro Cordillera,367320.02,42324.83,11.302,10.849,11.548,0.453,0.246
2022-10-13,Cliente F,CU,Arbitro Austral,470344.12,64869.19,23.822,25.178,23.199,-1.356,-0.623
2022-09-10,Cliente C,AG,Arbitro Pacifico,430394.48,63946.35,26.788,27.941,27.617,-1.153,0.829
2022-11-25,Cliente D,CU,Arbitro Cordillera,631433.7,68160.64,23.438,23.858,22.84,-0.42,-0.598
2022-08-27,Cliente G,AG,Arbitro Meridiano,118898.0,78822.44,15.71,16.187,16.691,-0.477,0.981
2023-07-11,Cliente G,CU,Arbitro Austral,360234.65,4389.63,21.069,20.508,20.424,0.561,-0.645
2022-09-06,Cliente H,CU,Arbitro Andes,388911.44,9875.1,21.768,26.166,25.155,-4.398,3.387
2024-03-18,Cliente A,CU,Arbitro Meridiano,77115.27,78083.1,33.724,31.283,32.926,2.441,-0.798
2023-08-09,Cliente D,AS,Arbitro Meridiano,265610.16,9058.81,0.33,0.34,0.321,-0.01,-0.009
2023-09-07,Cliente A,AU,Arbitro Pacifico,215155.04,65097.37,0.313,0.31,0.299,0.003,-0.014
2022-01-07,Cliente F,AU,Arbitro Meridiano,232150.65,9888.0,1.37,1.665,1.534,-0.295,0.164
2022-12-28,Cliente E,CU,Arbitro Cordillera,306162.1,49208.92,27.153,24.497,25.948,2.656,-1.205
2022-04-15,Cliente E,AG,Arbitro Andes,143511.91,35023.75,25.347,25.669,26.03,-0.322,0.683
2023-07-07,Cliente E,CU,Arbitro Pacifico,550677.78,83247.61,30.901,28.211,29.086,2.69,-1.815
2024-05-27,Cliente A,AU,Arbitro Austral,546841.61,33537.61,2.138,2.299,2.034,-0.161,-0.104
2023-12-12,Cliente C,CU,Arbitro Austral,77277.86,73488.46,34.513,31.523,33.363,2.99,-1.15
2023-07-17,Cliente D,CU,Arbitro Pacifico,288801.19,32687.97,31.193,30.681,30.737,0.512,-0.456
2022-06-28,Cliente F,AU,Arbitro Andes,257880.98,53976.25,1.247,1.293,1.333,-0.046,0.086
2023-05-22,Cliente B,AS,Arbitro Austral,135052.73,33623.17,0.263,0.262,0.26,0.001,-0.003
2023-11-04,Cliente C,AG,Arbitro Andes,626516.59,12103.71,28.859,26.659,27.999,2.2,-0.86
2022-11-06,Cliente A,AS,Arbitro Meridiano,117825.84,53144.04,0.394,0.391,0.417,0.003,0.023
2023-04-15,Cliente A,CU,Arbitro Andes,93072.45,59644.27,30.175,30.758,29.928,-0.583,-0.247
2023-06-20,Cliente H,AS,Arbitro Pacifico,467672.22,39889.31,0.244,0.234,0.236,0.01,-0.008
2023-10-08,Cliente B,CU,Arbitro Meridiano,392852.08,7063.0,21.236,21.771,21.798,-0.535,0.562
2022-06-12,Cliente H,AU,Arbitro Austral,609089.13,44190.31,0.21,0.215,0.217,-0.005,0.007
2022-09-27,Cliente C,AG,Arbitro Meridiano,290665.41,37640.46,11.778,11.661,10.946,0.117,-0.832
2024-02-20,Cliente A,AS,Arbitro Andes,406811.42,79778.6,0.496,0.529,0.518,-0.033,0.022
2023-06-15,Cliente G,CU,Arbitro Andes,460138.95,42143.41,22.852,22.918,22.336,-0.066,-0.516
2023-09-22,Cliente H,CU,Arbitro Austral,427873.42,6529.94,21.094,20.755,20.046,0.339,-1.048
2022-02-07,Cliente H,CU,Arbitro Meridiano,160090.3,80708.56,28.58,26.323,27.845,2.257,-0.735
2022-11-12,Cliente E,AU,Arbitro Pacifico,348716.28,25617.8,0.367,0.336,0.375,0.031,0.008
2022-10-27,Cliente A,CU,Arbitro Pacifico,347403.88,76174.02,21.824,21.582,20.646,0.242,-1.178
2024-02-19,Cliente D,CU,Arbitro Pacifico,108007.49,11628.94,25.86,25.678,25.023,0.182,-0.837
2023-08-20,Cliente D,CU,Arbitro Meridiano,113527.06,13063.35,26.623,27.325,28.348,-0.702,1.725
2024-01-27,Cliente D,AU,Arbitro Meridiano,141272.86,89791.3,0.48,0.51,0.504,-0.03,0.024
2024-04-08,Cliente F,CU,Arbitro Meridiano,610321.28,30781.46,32.675,33.957,32.926,-1.282,0.251
2023-10-23,Cliente H,AG,Arbitro Austral,576854.29,29785.58,15.489,14.538,14.119,0.951,-1.37
2023-01-01,Cliente D,AG,Arbitro Pacifico,352772.9,27175.49,27.086,25.209,26.538,1.877,-0.548
2023-04-02,Cliente E,CU,Arbitro Cordillera,501747.26,86769.74,21.615,22.564,21.616,-0.949,0.001
2022-08-06,Cliente F,CU,Arbitro Meridiano,318439.6,26456.05,27.711,26.441,28.23,1.27,0.519
2023-01-21,Cliente B,CU,Arbitro Cordillera,483886.68,22411.5,30.09,28.227,28.528,1.863,-1.562
2022-08-22,Cliente B,AG,Arbitro Austral,109989.88,56700.45,18.746,19.032,19.466,-0.286,0.72
2022-01-25,Cliente G,CU,Arbitro Andes,459452.74,31835.74,34.243,34.539,33.727,-0.296,-0.516
2024-04-16,Cliente H,AS,Arbitro Pacifico,346075.76,51091.68,0.206,0.217,0.216,-0.011,0.01
2023-07-11,Cliente F,CU,Arbitro Pacifico,526421.2,16189.92,35.863,35.487,33.117,0.376,-2.746
2023-01-28,Cliente D,CU,Arbitro Andes,235747.9,62381.36,28.948,27.107,28.125,1.841,-0.823
2022-03-25,Cliente G,AG,Arbitro Cordillera,470748.14,45535.2,29.597,29.042,28.286,0.555,-1.311
2023-03-20,Cliente E,AU,Arbitro Andes,311923.95,42705.52,2.122,1.987,2.067,0.135,-0.055
2023-11-08,Cliente F,AU,Arbitro Andes,640478.46,53909.37,0.122,0.115,0.112,0.007,-0.01
2022-10-01,Cliente C,CU,Arbitro Andes,358731.16,50781.58,27.743,29.697,28.292,-1.954,0.549
2022-05-06,Cliente G,CU,Arbitro Austral,626300.19,8471.56,22.933,21.899,22.825,1.034,-0.108
2022-05-11,Cliente E,CU,Arbitro Austral,303756.57,65589.91,32.586,31.828,32.235,0.758,-0.351
2024-03-18,Cliente E,AU,Arbitro Cordillera,574237.91,82499.08,2.06,1.936,1.861,0.124,-0.199
2022-02-06,Cliente G,CU,Arbitro Cordillera,597668.35,8503.78,33.339,34.167,31.771,-0.828,-1.568
2023-05-27,Cliente E,CU,Arbitro Austral,76190.58,32290.19,33.183,32.958,31.572,0.225,-1.611
2023-09-27,Cliente F,CU,Arbitro Pacifico,606353.17,17040.11,24.586,24.337,24.984,0.249,0.398
2024-06-18,Cliente G,CU,Arbitro Andes,152998.67,79805.89,29.309,30.92,31.772,-1.611,2.463
2023-12-27,Cliente G,CU,Arbitro Austral,498507.84,54696.71,33.019,31.22,33.331,1.799,0.312
2022-04-04,Cliente C,CU,Arbitro Meridiano,217744.69,88130.76,32.814,32.611,35.551,0.203,2.737
2023-03-02,Cliente H,AU,Arbitro Meridiano,547755.48,14787.53,0.328,0.355,0.389,-0.027,0.061
2022-08-14,Cliente E,CU,Arbitro Meridiano,247787.28,44658.2,28.782,32.793,30.108,-4.011,1.326
2022-07-03,Cliente G,CU,Arbitro Pacifico,127634.14,60990.59,31.129,31.118,31.206,0.011,0.077
2022-01-21,Cliente B,AG,Arbitro Austral,123729.98,41063.63,31.045,30.874,33.251,0.171,2.206
2024-03-21,Cliente B,CU,Arbitro Austral,260549.09,28056.69,25.287,25.165,26.577,0.122,1.29
2023-01-02,Cliente D,CU,Arbitro Cordillera,600599.63,17253.16,29.7,32.116,31.767,-2.416,2.067
2022-08-28,Cliente G,AU,Arbitro Andes,280593.38,72904.77,1.142,1.063,1.075,0.079,-0.067
2024-03-07,Cliente G,CU,Arbitro Austral,491922.51,15709.17,26.503,26.21,24.217,0.293,-2.286
2023-08-20,Cliente B,AG,Arbitro Cordillera,239300.62,89845.61,36.256,33.196,32.662,3.06,-3.594
2024-01-07,Cliente E,CU,Arbitro Austral,255853.73,52925.7,24.969,25.38,25.167,-0.411,0.198
2023-12-22,Cliente F,AG,Arbitro Pacifico,579471.2,5123.57,16.032,17.234,16.623,-1.202,0.591
2023-01-29,Cliente D,CU,Arbitro Austral,528647.98,88927.69,34.314,34.381,34.833,-0.067,0.519
2022-11-13,Cliente G,CU,Arbitro Cordillera,127465.98,84263.25,30.184,32.176,32.372,-1.992,2.188
2023-12-14,Cliente E,CU,Arbitro Andes,379926.37,33452.88,30.482,31.668,29.837,-1.186,-0.645
2023-04-15,Cliente B,AG,Arbitro Pacifico,178024.72,3207.63,23.764,25.475,25.62,-1.711,1.856
2023-05-07,Cliente E,AS,Arbitro Andes,175019.03,82834.48,0.303,0.316,0.317,-0.013,0.014
2024-03-31,Cliente F,CU,Arbitro Pacifico,64847.26,80213.69,32.054,34.581,33.667,-2.527,1.613
2022-03-22,Cliente C,CU,Arbitro Meridiano,426283.78,48796.72,32.919,36.234,33.47,-3.315,0.551
2023-08-17,Cliente G,AG,Arbitro Austral,420306.05,56623.5,36.083,34.742,33.404,1.341,-2.679
2024-02-13,Cliente F,CU,Arbitro Cordillera,458703.52,43261.97,30.874,30.925,32.078,-0.051,1.204
2022-11-03,Cliente F,AG,Arbitro Andes,448001.04,88433.51,11.898,12.601,11.81,-0.703,-0.088
2023-07-05,Cliente G,AU,Arbitro Cordillera,348134.59,58702.15,1.141,1.16,1.1,-0.019,-0.041
2023-03-15,Cliente D,CU,Arbitro Andes,573390.84,72288.68,27.236,24.759,24.376,2.477,-2.86
2024-04-20,Cliente B,CU,Arbitro Andes,57229.66,88071.58,30.932,33.482,31.659,-2.55,0.727
2024-01-10,Cliente G,AS,Arbitro Andes,61053.02,43677.2,0.35,0.378,0.337,-0.028,-0.013
2024-01-07,Cliente F,AU,Arbitro Pacifico,102016.78,21988.6,1.213,1.06,1.108,0.153,-0.105
2023-03-25,Cliente B,CU,Arbitro Meridiano,394308.67,8301.86,19.6,22.026,21.412,-2.426,1.812
2023-02-18,Cliente C,CU,Arbitro Austral,230820.36,87284.85,25.977,24.622,24.675,1.355,-1.302
2022-02-05,Cliente F,AS,Arbitro Cordillera,168305.77,4096.93,0.088,0.094,0.091,-0.006,0.003
2023-06-23,Cliente E,CU,Arbitro Pacifico,430752.64,64471.69,28.57,29.873,31.242,-1.303,2.672
2023-08-05,Cliente F,CU,Arbitro Andes,76999.57,29616.67,34.742,32.015,33.789,2.727,-0.953
2023-06-03,Cliente E,CU,Arbitro Cordillera,180036.28,74804.46,30.439,31.146,28.872,-0.707,-1.567
2022-06-29,Cliente B,CU,Arbitro Meridiano,223145.55,9425.67,20.422,22.809,21.542,-2.387,1.12
2023-02-01,Cliente F,AS,Arbitro Andes,226458.52,21337.81,0.22,0.233,0.222,-0.013,0.002
2024-04-23,Cliente B,CU,Arbitro Meridiano,422859.13,48908.15,23.063,24.336,24.778,-1.273,1.715
2022-05-08,Cliente E,CU,Arbitro Cordillera,136531.51,31302.51,37.031,35.852,34.708,1.179,-2.323
2023-01-09,Cliente C,AU,Arbitro Pacifico,183288.95,79053.7,1.238,1.385,1.285,-0.147,0.047
2023-04-17,Cliente H,CU,Arbitro Pacifico,264864.59,61317.06,28.237,27.919,25.608,0.318,-2.629
2024-01-05,Cliente A,AG,Arbitro Meridiano,438880.97,59921.69,11.93,11.032,11.906,0.898,-0.024
2022-09-16,Cliente G,AG,Arbitro Andes,249376.28,31191.16,17.311,17.479,18.308,-0.168,0.997
2023-05-10,Cliente E,CU,Arbitro Meridiano,277384.0,5179.74,20.909,23.345,23.116,-2.436,2.207
2022-08-05,Cliente B,CU,Arbitro Meridiano,426355.88,55339.72,24.527,25.113,26.353,-0.586,1.826
2022-11-15,Cliente F,AG,Arbitro Austral,445341.9,25284.42,20.838,21.374,20.661,-0.536,-0.177
2022-04-30,Cliente E,CU,Arbitro Meridiano,414259.06,19390.85,30.0,29.266,28.421,0.734,-1.579
2022-09-19,Cliente B,AS,Arbitro Cordillera,195730.84,74960.57,0.44,0.421,0.425,0.019,-0.015
2022-05-07,Cliente F,AS,Arbitro Austral,168301.1,4708.15,0.141,0.15,0.144,-0.009,0.003
2022-02-12,Cliente D,AG,Arbitro Meridiano,108186.74,27660.21,10.795,12.041,12.015,-1.246,1.22
2023-07-08,Cliente D,AU,Arbitro Meridiano,572860.49,77470.96,2.325,2.121,2.259,0.204,-0.066
2022-07-27,Cliente C,CU,Arbitro Cordillera,598295.4,23736.43,31.208,31.835,30.054,-0.627,-1.154
2022-05-02,Cliente A,AU,Arbitro Pacifico,148898.78,40584.64,2.242,2.456,2.396,-0.214,0.154
2023-02-25,Cliente C,AU,Arbitro Andes,275007.87,11941.13,1.414,1.339,1.456,0.075,0.042
2023-05-27,Cliente E,CU,Arbitro Meridiano,590638.37,42959.73,26.426,25.426,26.64,1.0,0.214
2023-04-05,Cliente F,AG,Arbitro Cordillera,360086.25,64003.19,27.748,27.667,26.065,0.081,-1.683
2022-04-10,Cliente E,AU,Arbitro Cordillera,208397.54,42818.05,0.824,0.775,0.822,0.049,-0.002
2024-04-05,Cliente F,CU,Arbitro Andes,472375.27,66548.04,20.781,19.795,20.98,0.986,0.199
2022-08-27,Cliente E,AU,Arbitro Andes,610674.93,35042.67,0.728,0.699,0.759,0.029,0.031
2024-03-24,Cliente D,AS,Arbitro Cordillera,221303.24,40375.04,0.405,0.397,0.391,0.008,-0.014
2023-10-18,Cliente C,CU,Arbitro Cordillera,429757.56,49678.56,28.497,32.647,30.797,-4.15,2.3
2024-04-09,Cliente B,AS,Arbitro Cordillera,373557.58,63292.99,0.382,0.405,0.419,-0.023,0.037
2022-06-18,Cliente F,AG,Arbitro Pacifico,330303.87,19036.49,37.495,36.235,35.964,1.26,-1.531
2024-02-16,Cliente B,AU,Arbitro Pacifico,269952.86,40117.96,1.88,1.854,1.943,0.026,0.063
2022-03-11,Cliente F,AG,Arbitro Meridiano,54086.05,40825.96,21.415,19.52,22.304,1.895,0.889
2022-07-12,Cliente D,CU,Arbitro Andes,244255.29,53282.86,27.29,28.912,26.69,-1.622,-0.6
2022-01-17,Cliente B,CU,Arbitro Andes,230863.92,26554.7,21.784,24.351,23.586,-2.567,1.802
2024-04-05,Cliente D,AU,Arbitro Austral,531919.14,72613.06,0.654,0.631,0.614,0.023,-0.04
2022-07-29,Cliente G,AG,Arbitro Cordillera,152269.18,73364.72,18.123,18.503,18.774,-0.38,0.651
2022-02-20,Cliente C,CU,Arbitro Andes,602633.74,88939.07,22.649,21.547,22.035,1.102,-0.614
2022-06-06,Cliente E,CU,Arbitro Andes,228924.87,39012.69,21.03,22.107,20.743,-1.077,-0.287
2023-02-06,Cliente E,AS,Arbitro Austral,165293.05,60997.44,0.229,0.242,0.241,-0.013,0.012
2024-01-01,Cliente D,CU,Arbitro Meridiano,475441.37,39573.31,29.404,28.343,28.141,1.061,-1.263
2022-04-15,Cliente E,AU,Arbitro Meridiano,162745.46,88175.86,2.359,2.223,2.395,0.136,0.036
2022-01-23,Cliente E,CU,Arbitro Austral,474530.87,87197.5,32.239,34.034,33.56,-1.795,1.321
2024-02-24,Cliente G,CU,Arbitro Pacifico,280020.81,83337.05,21.711,21.319,21.498,0.392,-0.213
2024-04-10,Cliente D,AG,Arbitro Meridiano,222960.29,52669.3,8.291,8.77,9.069,-0.479,0.778
2023-03-14,Cliente D,CU,Arbitro Austral,55867.23,49743.17,24.298,22.449,23.217,1.849,-1.081
2023-07-27,Cliente F,AG,Arbitro Austral,354181.58,20032.7,12.715,12.073,11.659,0.642,-1.056
2024-04-28,Cliente D,CU,Arbitro Pacifico,614848.99,85070.33,30.021,32.616,30.175,-2.595,0.154
2022-08-23,Cliente E,AG,Arbitro Andes,366653.69,6785.2,15.709,15.958,15.431,-0.249,-0.278
2022-03-30,Cliente F,CU,Arbitro Austral,50201.14,6123.53,28.879,28.825,30.281,0.054,1.402
2023-01-21,Cliente E,CU,Arbitro Austral,616573.44,25516.43,27.135,28.26,27.061,-1.125,-0.074
2022-04-06,Cliente F,AU,Arbitro Meridiano,468270.68,45120.16,2.39,2.402,2.456,-0.012,0.066
2022-11-21,Cliente F,CU,Arbitro Meridiano,641279.08,22341.34,28.218,30.174,29.097,-1.956,0.879
2022-02-12,Cliente D,CU,Arbitro Andes,92073.18,26353.81,20.195,22.835,22.473,-2.64,2.278
2023-03-28,Cliente A,AG,Arbitro Cordillera,350787.63,70976.76,6.992,7.184,7.569,-0.192,0.577
2023-07-16,Cliente D,CU,Arbitro Austral,98788.84,58711.76,28.677,27.642,28.042,1.035,-0.635
2023-10-28,Cliente A,AS,Arbitro Cordillera,551768.57,28551.17,0.199,0.213,0.201,-0.014,0.002
2022-12-13,Cliente B,CU,Arbitro Meridiano,125855.95,11919.09,28.924,33.499,33.092,-4.575,4.168
2023-03-01,Cliente H,AG,Arbitro Austral,596028.1,20235.8,7.253,7.337,7.471,-0.084,0.218
2023-10-16,Cliente C,CU,Arbitro Cordillera,338425.86,69271.55,27.116,29.925,29.798,-2.809,2.682
2024-05-21,Cliente C,CU,Arbitro Meridiano,514768.83,26335.77,19.932,19.281,20.701,0.651,0.769
2022-01-04,Cliente G,AS,Arbitro Pacifico,145625.7,83342.32,0.115,0.121,0.117,-0.006,0.002
2024-02-11,Cliente C,AU,Arbitro Austral,290922.77,58653.64,1.636,1.709,1.621,-0.073,-0.015
2023-11-02,Cliente H,AG,Arbitro Austral,248124.36,71428.58,33.972,31.656,33.982,2.316,0.01
2024-01-09,Cliente D,AG,Arbitro Austral,275847.84,59163.5,23.716,22.581,23.19,1.135,-0.526
2023-07-02,Cliente D,CU,Arbitro Andes,630091.45,57120.2,31.97,29.863,30.559,2.107,-1.411
2023-04-30,Cliente H,AG,Arbitro Austral,523152.84,14895.92,36.095,35.877,38.449,0.218,2.354
2024-06-03,Cliente E,CU,Arbitro Pacifico,166498.63,70619.04,26.548,28.12,27.736,-1.572,1.188
2023-01-03,Cliente A,AS,Arbitro Meridiano,384938.91,24813.04,0.318,0.317,0.331,0.001,0.013
2022-11-04,Cliente F,AU,Arbitro Pacifico,247138.91,79756.64,1.85,2.351,2.069,-0.501,0.219
2023-06-30,Cliente A,AS,Arbitro Pacifico,536969.83,28080.03,0.467,0.496,0.518,-0.029,0.051
2022-11-25,Cliente G,CU,Arbitro Andes,153369.36,73143.08,32.233,34.027,33.166,-1.794,0.933
2022-04-22,Cliente B,AU,Arbitro Austral,507743.3,20161.51,1.481,1.609,1.56,-0.128,0.079
2023-06-26,Cliente G,CU,Arbitro Cordillera,620479.15,75296.2,29.562,29.152,30.077,0.41,0.515
2022-11-05,Cliente D,AS,Arbitro Austral,201904.66,7186.48,0.102,0.093,0.099,0.009,-0.003
2024-03-30,Cliente C,CU,Arbitro Austral,174913.7,81398.69,30.14,33.732,30.499,-3.592,0.359
2023-12-06,Cliente C,AG,Arbitro Austral,323642.89,9952.75,38.994,35.217,36.094,3.777,-2.9
2023-11-30,Cliente F,CU,Arbitro Pacifico,572494.82,50587.52,32.116,29.296,29.338,2.82,-2.778
2023-06-05,Cliente F,AU,Arbitro Andes,473025.26,22394.4,1.335,1.313,1.231,0.022,-0.104
2022-04-05,Cliente E,CU,Arbitro Andes,150046.53,50481.66,25.661,28.002,28.746,-2.341,3.085
2022-03-26,Cliente D,CU,Arbitro Austral,260895.25,63456.69,20.768,22.033,19.34,-1.265,-1.428
2024-05-02,Cliente D,AS,Arbitro Austral,603119.21,12528.1,0.138,0.131,0.136,0.007,-0.002
2022-09-08,Cliente H,CU,Arbitro Austral,445623.82,69463.64,34.206,33.507,36.507,0.699,2.301
2023-09-10,Cliente A,CU,Arbitro Pacifico,178135.56,21934.61,31.24,31.417,32.673,-0.177,1.433
2022-08-01,Cliente A,CU,Arbitro Pacifico,540671.7,15612.62,29.419,31.724,30.364,-2.305,0.945
2022-11-27,Cliente C,CU,Arbitro Cordillera,567259.77,56802.24,25.059,23.437,22.564,1.622,-2.495
2023-10-03,Cliente E,AS,Arbitro Cordillera,577381.59,29593.91,0.455,0.429,0.47,0.026,0.015
2023-12-25,Cliente G,CU,Arbitro Cordillera,526132.96,71141.11,26.221,28.384,27.411,-2.163,1.19
2022-05-23,Cliente G,CU,Arbitro Andes,438767.68,26485.09,25.763,26.417,27.307,-0.654,1.544
2022-07-02,Cliente G,AU,Arbitro Andes,571913.28,69252.84,1.279,1.318,1.289,-0.039,0.01
2023-07-14,Cliente F,AG,Arbitro Meridiano,318499.66,78170.22,19.694,18.525,19.376,1.169,-0.318
2023-02-09,Cliente H,AG,Arbitro Andes,540175.44,66120.62,10.799,11.81,10.849,-1.011,0.05
2024-05-08,Cliente H,AS,Arbitro Austral,199998.33,31523.03,0.322,0.333,0.312,-0.011,-0.01
2022-08-30,Cliente D,AG,Arbitro Austral,326147.16,30474.77,26.736,29.722,29.411,-2.986,2.675
2023-09-03,Cliente D,AU,Arbitro Pacifico,415018.87,41097.09,0.849,0.882,0.841,-0.033,-0.008
2022-02-01,Cliente H,CU,Arbitro Andes,518646.89,6651.83,33.225,29.781,33.429,3.444,0.204
2023-06-24,Cliente H,CU,Arbitro Cordillera,230206.87,69558.65,34.239,36.599,33.308,-2.36,-0.931
2023-12-12,Cliente E,AG,Arbitro Cordillera,259325.36,8393.4,19.752,20.831,21.015,-1.079,1.263
2023-09-16,Cliente G,AG,Arbitro Cordillera,108540.01,5105.91,33.206,32.633,34.396,0.573,1.19
2022-05-05,Cliente C,CU,Arbitro Andes,256109.73,15945.54,30.321,30.717,31.904,-0.396,1.583
2022-04-03,Cliente G,AG,Arbitro Meridiano,340514.78,10423.06,29.032,30.385,28.289,-1.353,-0.743
2024-02-20,Cliente C,CU,Arbitro Meridiano,234092.31,35010.89,30.107,32.322,31.108,-2.215,1.001
2023-12-02,Cliente G,AG,Arbitro Pacifico,292260.44,35954.07,30.842,35.882,33.067,-5.04,2.225
2023-04-22,Cliente A,AU,Arbitro Andes,596435.5,7547.31,0.125,0.114,0.121,0.011,-0.004
2023-07-14,Cliente A,AG,Arbitro Meridiano,519009.87,54028.63,9.573,8.057,8.812,1.516,-0.761
2022-10-13,Cliente H,CU,Arbitro Andes,414615.35,78004.75,27.366,26.006,26.485,1.36,-0.881
2023-08-12,Cliente C,CU,Arbitro Meridiano,476700.39,28096.32,23.154,19.721,21.254,3.433,-1.9
2023-05-03,Cliente A,AS,Arbitro Pacifico,241609.75,74173.23,0.357,0.333,0.349,0.024,-0.008
2023-08-04,Cliente A,CU,Arbitro Cordillera,348296.66,30373.38,23.366,22.049,21.263,1.317,-2.103
2023-04-25,Cliente A,CU,Arbitro Cordillera,407965.97,77726.33,27.469,25.366,25.487,2.103,-1.982
2024-04-03,Cliente G,AU,Arbitro Cordillera,188241.04,77034.79,2.612,2.435,2.433,0.177,-0.179
2022-01-17,Cliente A,CU,Arbitro Pacifico,332052.65,28455.39,37.305,33.977,33.02,3.328,-4.285
2024-05-19,Cliente E,AU,Arbitro Pacifico,78239.21,62206.71,0.219,0.207,0.213,0.012,-0.006
2022-05-04,Cliente D,AG,Arbitro Andes,263726.19,69374.91,25.138,22.921,24.448,2.217,-0.69
2022-07-04,Cliente D,CU,Arbitro Pacifico,346406.23,10557.16,28.948,30.35,31.61,-1.402,2.662
2022-05-23,Cliente E,AG,Arbitro Meridiano,321687.41,4691.59,34.483,35.18,35.272,-0.697,0.789
2022-11-05,Cliente B,AG,Arbitro Austral,208272.84,76514.79,7.869,6.812,7.34,1.057,-0.529
2024-06-14,Cliente G,CU,Arbitro Andes,572725.78,86138.91,22.181,25.991,23.571,-3.81,1.39
2023-08-21,Cliente G,AG,Arbitro Andes,625615.89,68275.39,23.057,23.363,22.771,-0.306,-0.286
2023-12-11,Cliente D,CU,Arbitro Pacifico,387840.56,32361.24,34.631,33.102,34.419,1.529,-0.212
2024-04-06,Cliente G,CU,Arbitro Pacifico,243799.48,72893.61,29.529,30.87,30.3,-1.341,0.771
2023-04-05,Cliente H,AG,Arbitro Pacifico,637379.37,86686.33,35.798,40.618,37.967,-4.82,2.169
2023-02-22,Cliente D,CU,Arbitro Meridiano,571791.93,45398.71,34.189,30.595,33.811,3.594,-0.378
2023-11-07,Cliente E,CU,Arbitro Cordillera,290266.21,5826.46,32.723,33.737,30.709,-1.014,-2.014
2022-08-30,Cliente C,AG,Arbitro Meridiano,91236.28,22087.54,16.414,15.293,16.093,1.121,-0.321
2023-09-24,Cliente A,AU,Arbitro Andes,630345.68,7381.78,0.25,0.281,0.253,-0.031,0.003
2022-01-27,Cliente G,AS,Arbitro Meridiano,542793.65,18495.69,0.139,0.136,0.128,0.003,-0.011
2024-02-26,Cliente C,CU,Arbitro Cordillera,609560.85,32535.8,30.358,28.521,28.639,1.837,-1.719
2024-04-14,Cliente D,AU,Arbitro Cordillera,311655.79,36218.51,1.242,1.311,1.235,-0.069,-0.007
2022-06-10,Cliente B,AU,Arbitro Andes,91931.44,63403.46,1.566,1.607,1.429,-0.041,-0.137
2022-10-20,Cliente F,CU,Arbitro Meridiano,302872.91,74351.64,27.729,28.7,27.91,-0.971,0.181
2024-01-24,Cliente G,AG,Arbitro Meridiano,275166.58,84169.25,33.294,35.381,35.908,-2.087,2.614
2022-11-11,Cliente G,AU,Arbitro Meridiano,632290.39,70046.0,2.444,2.37,2.474,0.074,0.03
2024-05-28,Cliente H,CU,Arbitro Austral,223559.94,76890.21,22.818,21.928,20.349,0.89,-2.469
2024-04-29,Cliente F,AG,Arbitro Pacifico,607361.53,25681.06,39.081,39.738,37.778,-0.657,-1.303
2022-09-03,Cliente D,AG,Arbitro Austral,169548.42,17248.6,10.782,11.393,10.473,-0.611,-0.309
2024-04-20,Cliente D,AU,Arbitro Cordillera,564015.08,8167.12,0.746,0.738,0.811,0.008,0.065
2023-09-21,Cliente G,CU,Arbitro Meridiano,567388.51,43415.81,25.513,25.457,24.999,0.056,-0.514
2023-02-28,Cliente F,CU,Arbitro Austral,218937.4,50574.36,26.858,26.862,25.696,-0.004,-1.162
2022-10-20,Cliente E,AU,Arbitro Andes,74733.27,26449.69,0.425,0.398,0.41,0.027,-0.015
2022-07-21,Cliente A,CU,Arbitro Pacifico,79561.83,80142.92,29.749,30.783,30.894,-1.034,1.145
2023-03-18,Cliente B,CU,Arbitro Meridiano,398873.3,71797.08,28.224,28.416,28.726,-0.192,0.502
2023-05-31,Cliente D,CU,Arbitro Pacifico,110469.37,85458.03,26.447,25.701,26.165,0.746,-0.282
2024-02-07,Cliente F,CU,Arbitro Cordillera,123703.25,49005.74,23.32,21.303,22.703,2.017,-0.617
2022-07-17,Cliente F,CU,Arbitro Austral,74363.84,65736.93,22.406,21.51,22.754,0.896,0.348
2023-03-09,Cliente C,CU,Arbitro Austral,569319.63,88449.72,30.229,28.849,30.154,1.38,-0.075
2023-08-24,Cliente B,CU,Arbitro Austral,563163.26,42245.46,26.674,28.306,27.295,-1.632,0.621
2023-04-21,Cliente F,AS,Arbitro Pacifico,622007.53,75996.04,0.567,0.552,0.593,0.015,0.026
