comment_id,video_seed_id,fecha,categoria_real,comentario,likes
c000404,seed_ent_3,2024-11-30,Entretenimiento,"este canal explico serie mejor que cualquier noticiero, mencionaron actor",0
c000409,seed_dep_4,2024-11-30,Deportes,"mi familia esta afectada por liga, tambien por estadio, gracias por cubrir el tema",5
c000395,seed_eco_3,2024-11-30,Economia,"este canal explico inflacion mejor que cualquier noticiero, mencionaron ahorro",5
c000425,seed_cli_5,2024-11-30,Clima y Energia,"mi familia esta afectada por clima, tambien por incendio, gracias por cubrir el tema",7
c000428,seed_cli_5,2024-12-01,Clima y Energia,"interesante el analisis sobre sismo y apagon, deberian hacer una segunda parte",2
c000430,seed_cli_1,2024-12-01,Clima y Energia,"primera vez que escucho de tormenta, alguien me explica que paso con sismo",4
c000411,seed_dep_2,2024-12-01,Deportes,porque nadie habla de estadio y torneo en las noticias grandes,2
c000392,seed_eco_1,2024-12-01,Economia,"todos hablando de impuestos y de peso, menos los medios tradicionales",3
c000420,seed_dep_2,2024-12-01,Deportes,"primera vez que escucho de seleccion, alguien me explica que paso con campeonato",2
c000408,seed_dep_3,2024-12-01,Deportes,"todos hablando de gol y de torneo, menos los medios tradicionales",4
c000393,seed_eco_3,2024-12-01,Economia,"no puedo creer lo que paso con salario y inversion, alguien mas lo vio",2
c000463,seed_dep_2,2024-12-02,Deportes,"mi familia esta afectada por liga, tambien por portero, gracias por cubrir el tema",1
c000457,seed_dep_1,2024-12-02,Deportes,porque nadie habla de gol y lesion en las noticias grandes,4
c000465,seed_dep_3,2024-12-02,Deportes,"no puedo creer lo que paso con equipo y torneo, alguien mas lo vio",2
c000447,seed_ent_4,2024-12-02,Entretenimiento,"no puedo creer lo que paso con director y serie, alguien mas lo vio",2
c000471,seed_dep_2,2024-12-02,Deportes,"interesante el analisis sobre equipo y estadio, deberian hacer una segunda parte",5
c000440,seed_eco_4,2024-12-02,Economia,"este canal explico deuda mejor que cualquier noticiero, mencionaron peso",4
c000443,seed_eco_5,2024-12-02,Economia,"llevo dias viendo videos sobre inversion, la peso cada vez es peor",1
c000469,seed_dep_5,2024-12-02,Deportes,"primera vez que escucho de arbitro, alguien me explica que paso con campeonato",6
c000459,seed_dep_1,2024-12-03,Deportes,"todos hablando de campeonato y de jugador, menos los medios tradicionales",3
c000452,seed_ent_2,2024-12-03,Entretenimiento,"interesante el analisis sobre pelicula y guion, deberian hacer una segunda parte",3
c000449,seed_ent_4,2024-12-03,Entretenimiento,"todos hablando de festival y de actriz, menos los medios tradicionales",3
c000461,seed_dep_5,2024-12-03,Deportes,"primera vez que escucho de entrenador, alguien me explica que paso con arbitro",0
c000470,seed_dep_4,2024-12-03,Deportes,"interesante el analisis sobre liga y medalla, deberian hacer una segunda parte",2
c000476,seed_cli_5,2024-12-03,Clima y Energia,"apagon otra vez en tendencias, la clima va para largo",2
c000436,seed_eco_4,2024-12-03,Economia,"mi familia esta afectada por deuda, tambien por sueldo, gracias por cubrir el tema",3
c000441,seed_eco_2,2024-12-03,Economia,"mi familia esta afectada por inflacion, tambien por ahorro, gracias por cubrir el tema",1
c000473,seed_cli_1,2024-12-04,Clima y Energia,yo creo que clima y apagon se van a poner peor el proximo mes,3
c000432,seed_eco_5,2024-12-04,Economia,"este canal explico deuda mejor que cualquier noticiero, mencionaron dolar",2
c000456,seed_dep_4,2024-12-04,Deportes,porque nadie habla de estadio y transferencia en las noticias grandes,3
c000464,seed_dep_4,2024-12-04,Deportes,"arbitro otra vez en tendencias, la estadio va para largo",3
c000454,seed_ent_5,2024-12-04,Entretenimiento,"todos hablando de actriz y de estreno, menos los medios tradicionales",4
c000445,seed_ent_4,2024-12-04,Entretenimiento,"primera vez que escucho de banda, alguien me explica que paso con actriz",2
c000446,seed_ent_1,2024-12-04,Entretenimiento,"todos hablando de banda y de concierto, menos los medios tradicionales",6
c000435,seed_eco_5,2024-12-05,Economia,"primera vez que escucho de credito, alguien me explica que paso con sueldo",8
c000448,seed_ent_4,2024-12-05,Entretenimiento,"no puedo creer lo que paso con guion y festival, alguien mas lo vio",6
c000472,seed_cli_2,2024-12-05,Clima y Energia,"todos hablando de incendio y de sismo, menos los medios tradicionales",3
c000453,seed_ent_2,2024-12-05,Entretenimiento,yo creo que festival y director se van a poner peor el proximo mes,1
c000466,seed_dep_3,2024-12-06,Deportes,"mi familia esta afectada por estadio, tambien por jugador, gracias por cubrir el tema",7
c000475,seed_cli_4,2024-12-06,Clima y Energia,porque nadie habla de inundacion y renovables en las noticias grandes,2
c000462,seed_dep_1,2024-12-06,Deportes,"no puedo creer lo que paso con seleccion y portero, alguien mas lo vio",5
c000468,seed_dep_2,2024-12-06,Deportes,"este canal explico partido mejor que cualquier noticiero, mencionaron liga",6
c000458,seed_dep_4,2024-12-06,Deportes,"interesante el analisis sobre medalla y arbitro, deberian hacer una segunda parte",5
c000433,seed_eco_1,2024-12-06,Economia,"este canal explico sueldo mejor que cualquier noticiero, mencionaron salario",3
c000451,seed_ent_5,2024-12-06,Entretenimiento,"interesante el analisis sobre temporada y director, deberian hacer una segunda parte",0
c000450,seed_ent_5,2024-12-06,Entretenimiento,"cancion otra vez en tendencias, la temporada va para largo",6
c000442,seed_eco_1,2024-12-06,Economia,"mi familia esta afectada por salario, tambien por inversion, gracias por cubrir el tema",1
c000434,seed_eco_1,2024-12-07,Economia,"interesante el analisis sobre desempleo y precios, deberian hacer una segunda parte",5
c000437,seed_eco_4,2024-12-07,Economia,porque nadie habla de salario y credito en las noticias grandes,4
c000438,seed_eco_4,2024-12-07,Economia,"mi familia esta afectada por inversion, tambien por ahorro, gracias por cubrir el tema",2
c000474,seed_cli_5,2024-12-07,Clima y Energia,porque nadie habla de lluvia y sismo en las noticias grandes,1
c000467,seed_dep_2,2024-12-07,Deportes,"primera vez que escucho de portero, alguien me explica que paso con gol",5
c000439,seed_eco_4,2024-12-07,Economia,"todos hablando de inversion y de deuda, menos los medios tradicionales",3
c000460,seed_dep_4,2024-12-07,Deportes,"mi familia esta afectada por entrenador, tambien por equipo, gracias por cubrir el tema",1
c000444,seed_ent_1,2024-12-08,Entretenimiento,"interesante el analisis sobre concierto y serie, deberian hacer una segunda parte",6
c000455,seed_ent_4,2024-12-08,Entretenimiento,"no puedo creer lo que paso con banda y pelicula, alguien mas lo vio",6
c000490,seed_ent_2,2024-12-09,Entretenimiento,"primera vez que escucho de actriz, alguien me explica que paso con streaming",2
c000507,seed_dep_3,2024-12-09,Deportes,"interesante el analisis sobre partido y lesion, deberian hacer una segunda parte",3
c000500,seed_ent_3,2024-12-09,Entretenimiento,"interesante el analisis sobre streaming y trailer, deberian hacer una segunda parte",1
c000479,seed_eco_3,2024-12-09,Economia,"interesante el analisis sobre dolar y ahorro, deberian hacer una segunda parte",2
c000499,seed_ent_1,2024-12-09,Entretenimiento,"primera vez que escucho de estreno, alguien me explica que paso con serie",1
c000492,seed_ent_3,2024-12-09,Entretenimiento,"todos hablando de streaming y de cancion, menos los medios tradicionales",1
c000524,seed_dep_4,2024-12-09,Deportes,yo creo que estadio y equipo se van a poner peor el proximo mes,2
c000502,seed_dep_5,2024-12-09,Deportes,porque nadie habla de medalla y seleccion en las noticias grandes,2
c000496,seed_ent_5,2024-12-10,Entretenimiento,"primera vez que escucho de actriz, alguien me explica que paso con concierto",5
c000501,seed_ent_5,2024-12-10,Entretenimiento,"todos hablando de streaming y de actor, menos los medios tradicionales",2
c000480,seed_eco_1,2024-12-10,Economia,"no puedo creer lo que paso con credito y salario, alguien mas lo vio",2
c000525,seed_cli_4,2024-12-10,Clima y Energia,"no puedo creer lo que paso con energia y sequia, alguien mas lo vio",5
c000526,seed_cli_5,2024-12-10,Clima y Energia,"este canal explico calor mejor que cualquier noticiero, mencionaron temperatura",3
c000514,seed_dep_4,2024-12-11,Deportes,"mi familia esta afectada por jugador, tambien por liga, gracias por cubrir el tema",3
c000516,seed_dep_1,2024-12-11,Deportes,"primera vez que escucho de entrenador, alguien me explica que paso con campeonato",4
c000485,seed_eco_1,2024-12-11,Economia,"gasolina otra vez en tendencias, la desempleo va para largo",4
c000505,seed_dep_1,2024-12-11,Deportes,"este canal explico jugador mejor que cualquier noticiero, mencionaron partido",5
c000478,seed_eco_3,2024-12-11,Economia,"no puedo creer lo que paso con empleo y inflacion, alguien mas lo vio",0
c000517,seed_dep_2,2024-12-11,Deportes,"primera vez que escucho de campeonato, alguien me explica que paso con entrenador",4
c000513,seed_dep_5,2024-12-11,Deportes,"interesante el analisis sobre seleccion y medalla, deberian hacer una segunda parte",3
c000487,seed_eco_4,2024-12-11,Economia,"credito otra vez en tendencias, la gasolina va para largo",1
c000498,seed_ent_5,2024-12-11,Entretenimiento,"todos hablando de premio y de director, menos los medios tradicionales",6
c000522,seed_dep_1,2024-12-12,Deportes,"todos hablando de partido y de liga, menos los medios tradicionales",3
c000519,seed_dep_3,2024-12-12,Deportes,"todos hablando de portero y de jugador, menos los medios tradicionales",2
c000520,seed_dep_5,2024-12-12,Deportes,"interesante el analisis sobre entrenador y estadio, deberian hacer una segunda parte",2
c000489,seed_ent_5,2024-12-12,Entretenimiento,"mi familia esta afectada por concierto, tambien por actor, gracias por cubrir el tema",1
c000488,seed_ent_4,2024-12-12,Entretenimiento,"todos hablando de actor y de pelicula, menos los medios tradicionales",4
c000484,seed_eco_2,2024-12-12,Economia,"todos hablando de inversion y de peso, menos los medios tradicionales",0
c000497,seed_ent_3,2024-12-12,Entretenimiento,"estreno otra vez en tendencias, la temporada va para largo",1
c000510,seed_dep_4,2024-12-12,Deportes,"todos hablando de liga y de partido, menos los medios tradicionales",5
c000521,seed_dep_1,2024-12-13,Deportes,"gol otra vez en tendencias, la campeonato va para largo",6
c000527,seed_cli_4,2024-12-13,Clima y Energia,"este canal explico renovables mejor que cualquier noticiero, mencionaron sismo",1
c000511,seed_dep_3,2024-12-13,Deportes,"mi familia esta afectada por torneo, tambien por liga, gracias por cubrir el tema",6
c000493,seed_ent_1,2024-12-13,Entretenimiento,"este canal explico director mejor que cualquier noticiero, mencionaron guion",2
c000506,seed_dep_4,2024-12-13,Deportes,yo creo que arbitro y seleccion se van a poner peor el proximo mes,4
c000481,seed_eco_3,2024-12-13,Economia,"primera vez que escucho de mercado, alguien me explica que paso con sueldo",2
c000495,seed_ent_4,2024-12-13,Entretenimiento,"trailer otra vez en tendencias, la estreno va para largo",5
c000483,seed_eco_1,2024-12-13,Economia,"este canal explico deuda mejor que cualquier noticiero, mencionaron inflacion",2
c000528,seed_cli_1,2024-12-14,Clima y Energia,"interesante el analisis sobre sequia y temperatura, deberian hacer una segunda parte",2
c000512,seed_dep_3,2024-12-14,Deportes,"interesante el analisis sobre torneo y liga, deberian hacer una segunda parte",4
c000486,seed_eco_2,2024-12-14,Economia,"este canal explico ahorro mejor que cualquier noticiero, mencionaron credito",2
c000491,seed_ent_5,2024-12-14,Entretenimiento,"interesante el analisis sobre premio y temporada, deberian hacer una segunda parte",4
c000477,seed_eco_2,2024-12-15,Economia,"interesante el analisis sobre inflacion y impuestos, deberian hacer una segunda parte",5
c000482,seed_eco_5,2024-12-15,Economia,"credito otra vez en tendencias, la peso va para largo",3
c000523,seed_dep_4,2024-12-15,Deportes,"mi familia esta afectada por campeonato, tambien por transferencia, gracias por cubrir el tema",1
c000508,seed_dep_4,2024-12-15,Deportes,"primera vez que escucho de medalla, alguien me explica que paso con gol",4
c000494,seed_ent_2,2024-12-15,Entretenimiento,porque nadie habla de banda y festival en las noticias grandes,5
c000518,seed_dep_5,2024-12-15,Deportes,"mi familia esta afectada por portero, tambien por transferencia, gracias por cubrir el tema",6
c000503,seed_dep_1,2024-12-15,Deportes,"llevo dias viendo videos sobre partido, la lesion cada vez es peor",5
c000515,seed_dep_4,2024-12-15,Deportes,porque nadie habla de entrenador y equipo en las noticias grandes,6
c000504,seed_dep_2,2024-12-15,Deportes,"mi familia esta afectada por partido, tambien por seleccion, gracias por cubrir el tema",3
c000509,seed_dep_3,2024-12-15,Deportes,"no puedo creer lo que paso con jugador y partido, alguien mas lo vio",5
c000552,seed_ent_4,2024-12-16,Entretenimiento,"streaming otra vez en tendencias, la director va para largo",0
c000541,seed_eco_4,2024-12-16,Economia,"no puedo creer lo que paso con precios y inflacion, alguien mas lo vio",1
c000573,seed_dep_1,2024-12-16,Deportes,"este canal explico estadio mejor que cualquier noticiero, mencionaron jugador",3
c000562,seed_dep_4,2024-12-16,Deportes,"llevo dias viendo videos sobre arbitro, la entrenador cada vez es peor",2
c000563,seed_dep_1,2024-12-16,Deportes,"llevo dias viendo videos sobre torneo, la estadio cada vez es peor",3
c000565,seed_dep_4,2024-12-16,Deportes,"mi familia esta afectada por equipo, tambien por partido, gracias por cubrir el tema",3
c000549,seed_ent_3,2024-12-17,Entretenimiento,"mi familia esta afectada por pelicula, tambien por guion, gracias por cubrir el tema",5
c000561,seed_dep_5,2024-12-17,Deportes,"mi familia esta afectada por campeonato, tambien por seleccion, gracias por cubrir el tema",2
c000569,seed_dep_3,2024-12-17,Deportes,porque nadie habla de estadio y torneo en las noticias grandes,2
c000567,seed_dep_3,2024-12-17,Deportes,yo creo que equipo y transferencia se van a poner peor el proximo mes,4
c000570,seed_dep_1,2024-12-17,Deportes,"primera vez que escucho de portero, alguien me explica que paso con medalla",1
c000571,seed_dep_4,2024-12-17,Deportes,"llevo dias viendo videos sobre torneo, la arbitro cada vez es peor",5
c000548,seed_ent_4,2024-12-17,Entretenimiento,"todos hablando de actor y de guion, menos los medios tradicionales",2
c000537,seed_eco_2,2024-12-17,Economia,yo creo que sueldo y peso se van a poner peor el proximo mes,2
c000547,seed_ent_5,2024-12-17,Entretenimiento,"todos hablando de festival y de concierto, menos los medios tradicionales",1
c000577,seed_cli_5,2024-12-18,Clima y Energia,"mi familia esta afectada por clima, tambien por incendio, gracias por cubrir el tema",4
c000556,seed_ent_2,2024-12-18,Entretenimiento,"llevo dias viendo videos sobre actriz, la concierto cada vez es peor",4
c000579,seed_cli_4,2024-12-18,Clima y Energia,"interesante el analisis sobre calor y apagon, deberian hacer una segunda parte",3
c000554,seed_ent_5,2024-12-18,Entretenimiento,porque nadie habla de estreno y serie en las noticias grandes,4
c000544,seed_ent_2,2024-12-18,Entretenimiento,"no puedo creer lo que paso con concierto y serie, alguien mas lo vio",1
c000533,seed_eco_4,2024-12-18,Economia,yo creo que peso y credito se van a poner peor el proximo mes,1
c000535,seed_eco_3,2024-12-18,Economia,"interesante el analisis sobre gasolina y inflacion, deberian hacer una segunda parte",4
c000536,seed_eco_1,2024-12-18,Economia,porque nadie habla de precios y sueldo en las noticias grandes,1
c000578,seed_cli_4,2024-12-19,Clima y Energia,"todos hablando de tormenta y de apagon, menos los medios tradicionales",6
c000546,seed_ent_1,2024-12-19,Entretenimiento,"mi familia esta afectada por director, tambien por cancion, gracias por cubrir el tema",0
c000555,seed_ent_2,2024-12-19,Entretenimiento,"este canal explico cancion mejor que cualquier noticiero, mencionaron actriz",2
c000542,seed_eco_5,2024-12-19,Economia,"llevo dias viendo videos sobre sueldo, la desempleo cada vez es peor",2
c000540,seed_eco_4,2024-12-19,Economia,porque nadie habla de desempleo y ahorro en las noticias grandes,5
c000559,seed_dep_5,2024-12-19,Deportes,"medalla otra vez en tendencias, la torneo va para largo",4
c000545,seed_ent_1,2024-12-20,Entretenimiento,porque nadie habla de pelicula y serie en las noticias grandes,3
c000575,seed_cli_4,2024-12-20,Clima y Energia,"incendio otra vez en tendencias, la lluvia va para largo",3
c000572,seed_dep_5,2024-12-20,Deportes,porque nadie habla de partido y lesion en las noticias grandes,4
c000558,seed_ent_1,2024-12-20,Entretenimiento,"llevo dias viendo videos sobre actriz, la guion cada vez es peor",3
c000557,seed_ent_5,2024-12-20,Entretenimiento,porque nadie habla de actor y festival en las noticias grandes,3
c000543,seed_ent_2,2024-12-20,Entretenimiento,"todos hablando de estreno y de director, menos los medios tradicionales",2
c000553,seed_ent_1,2024-12-20,Entretenimiento,yo creo que serie y trailer se van a poner peor el proximo mes,0
c000580,seed_cli_5,2024-12-21,Clima y Energia,"mi familia esta afectada por sequia, tambien por huracan, gracias por cubrir el tema",3
c000530,seed_eco_5,2024-12-21,Economia,"no puedo creer lo que paso con gasolina y mercado, alguien mas lo vio",8
c000574,seed_dep_2,2024-12-21,Deportes,"todos hablando de seleccion y de arbitro, menos los medios tradicionales",5
c000532,seed_eco_1,2024-12-21,Economia,"este canal explico desempleo mejor que cualquier noticiero, mencionaron deuda",4
c000529,seed_eco_2,2024-12-21,Economia,"interesante el analisis sobre empleo y dolar, deberian hacer una segunda parte",4
c000568,seed_dep_1,2024-12-21,Deportes,"no puedo creer lo que paso con jugador y liga, alguien mas lo vio",4
c000534,seed_eco_4,2024-12-21,Economia,"no puedo creer lo que paso con ahorro y sueldo, alguien mas lo vio",2
c000566,seed_dep_5,2024-12-21,Deportes,"seleccion otra vez en tendencias, la entrenador va para largo",2
c000539,seed_eco_2,2024-12-21,Economia,"primera vez que escucho de sueldo, alguien me explica que paso con inflacion",1
c000581,seed_cli_3,2024-12-22,Clima y Energia,"primera vez que escucho de apagon, alguien me explica que paso con energia",3
c000560,seed_dep_5,2024-12-22,Deportes,porque nadie habla de portero y estadio en las noticias grandes,1
c000538,seed_eco_4,2024-12-22,Economia,porque nadie habla de deuda y credito en las noticias grandes,2
c000550,seed_ent_5,2024-12-22,Entretenimiento,"este canal explico serie mejor que cualquier noticiero, mencionaron streaming",2
c000551,seed_ent_3,2024-12-22,Entretenimiento,"director otra vez en tendencias, la guion va para largo",4
c000564,seed_dep_5,2024-12-22,Deportes,"equipo otra vez en tendencias, la estadio va para largo",3
c000531,seed_eco_1,2024-12-22,Economia,porque nadie habla de gasolina y peso en las noticias grandes,3
c000576,seed_cli_3,2024-12-22,Clima y Energia,"este canal explico incendio mejor que cualquier noticiero, mencionaron lluvia",5
c000590,seed_ent_4,2024-12-23,Entretenimiento,"streaming otra vez en tendencias, la director va para largo",1
c000601,seed_ent_3,2024-12-23,Entretenimiento,"este canal explico serie mejor que cualquier noticiero, mencionaron pelicula",0
c000600,seed_ent_1,2024-12-23,Entretenimiento,"llevo dias viendo videos sobre actriz, la premio cada vez es peor",0
c000607,seed_dep_3,2024-12-23,Deportes,"interesante el analisis sobre entrenador y partido, deberian hacer una segunda parte",2
c000609,seed_dep_5,2024-12-23,Deportes,"interesante el analisis sobre lesion y seleccion, deberian hacer una segunda parte",4
c000610,seed_dep_1,2024-12-23,Deportes,"interesante el analisis sobre gol y equipo, deberian hacer una segunda parte",4
c000597,seed_ent_3,2024-12-23,Entretenimiento,porque nadie habla de cancion y streaming en las noticias grandes,4
c000621,seed_cli_3,2024-12-23,Clima y Energia,porque nadie habla de energia y temperatura en las noticias grandes,3
c000582,seed_eco_2,2024-12-23,Economia,yo creo que mercado y salario se van a poner peor el proximo mes,0
c000599,seed_ent_2,2024-12-23,Entretenimiento,"primera vez que escucho de serie, alguien me explica que paso con actor",2
c000616,seed_dep_5,2024-12-23,Deportes,"no puedo creer lo que paso con transferencia y partido, alguien mas lo vio",1
c000622,seed_cli_3,2024-12-24,Clima y Energia,"mi familia esta afectada por sismo, tambien por energia, gracias por cubrir el tema",2
c000592,seed_ent_2,2024-12-24,Entretenimiento,"primera vez que escucho de banda, alguien me explica que paso con actor",6
c000584,seed_eco_5,2024-12-24,Economia,"primera vez que escucho de gasolina, alguien me explica que paso con empleo",3
c000619,seed_cli_5,2024-12-25,Clima y Energia,"mi familia esta afectada por sismo, tambien por sequia, gracias por cubrir el tema",1
c000623,seed_cli_4,2024-12-25,Clima y Energia,"este canal explico renovables mejor que cualquier noticiero, mencionaron solar",1
c000620,seed_cli_3,2024-12-25,Clima y Energia,"sequia otra vez en tendencias, la temperatura va para largo",6
c000594,seed_ent_3,2024-12-25,Entretenimiento,"llevo dias viendo videos sobre trailer, la actriz cada vez es peor",3
c000587,seed_eco_4,2024-12-25,Economia,"no puedo creer lo que paso con inflacion y inversion, alguien mas lo vio",4
c000588,seed_eco_2,2024-12-25,Economia,"primera vez que escucho de salario, alguien me explica que paso con gasolina",0
c000595,seed_ent_1,2024-12-26,Entretenimiento,"este canal explico serie mejor que cualquier noticiero, mencionaron director",2
c000602,seed_ent_5,2024-12-26,Entretenimiento,"no puedo creer lo que paso con actriz y streaming, alguien mas lo vio",1
c000617,seed_cli_5,2024-12-26,Clima y Energia,"este canal explico solar mejor que cualquier noticiero, mencionaron contaminacion",3
c000614,seed_dep_3,2024-12-26,Deportes,"primera vez que escucho de jugador, alguien me explica que paso con arbitro",4
c000613,seed_dep_5,2024-12-26,Deportes,"interesante el analisis sobre jugador y liga, deberian hacer una segunda parte",3
c000591,seed_ent_3,2024-12-26,Entretenimiento,yo creo que concierto y banda se van a poner peor el proximo mes,0
c000612,seed_dep_1,2024-12-26,Deportes,"interesante el analisis sobre estadio y gol, deberian hacer una segunda parte",3
c000611,seed_dep_1,2024-12-26,Deportes,"este canal explico liga mejor que cualquier noticiero, mencionaron portero",2
c000596,seed_ent_1,2024-12-27,Entretenimiento,porque nadie habla de estreno y concierto en las noticias grandes,2
c000598,seed_ent_4,2024-12-27,Entretenimiento,"todos hablando de actriz y de concierto, menos los medios tradicionales",1
c000586,seed_eco_5,2024-12-27,Economia,"desempleo otra vez en tendencias, la inflacion va para largo",6
c000593,seed_ent_2,2024-12-27,Entretenimiento,"mi familia esta afectada por actor, tambien por pelicula, gracias por cubrir el tema",4
c000606,seed_dep_4,2024-12-27,Deportes,"no puedo creer lo que paso con medalla y portero, alguien mas lo vio",5
c000604,seed_ent_5,2024-12-27,Entretenimiento,"este canal explico director mejor que cualquier noticiero, mencionaron banda",3
c000608,seed_dep_3,2024-12-28,Deportes,"mi familia esta afectada por partido, tambien por medalla, gracias por cubrir el tema",4
c000615,seed_dep_5,2024-12-28,Deportes,"no puedo creer lo que paso con seleccion y arbitro, alguien mas lo vio",5
c000605,seed_ent_1,2024-12-28,Entretenimiento,"este canal explico streaming mejor que cualquier noticiero, mencionaron festival",4
c000618,seed_cli_4,2024-12-28,Clima y Energia,"interesante el analisis sobre apagon y inundacion, deberian hacer una segunda parte",1
c000603,seed_ent_5,2024-12-28,Entretenimiento,"mi familia esta afectada por temporada, tambien por pelicula, gracias por cubrir el tema",5
c000585,seed_eco_3,2024-12-28,Economia,yo creo que inflacion y impuestos se van a poner peor el proximo mes,5
c000583,seed_eco_3,2024-12-29,Economia,porque nadie habla de salario y inflacion en las noticias grandes,5
c000589,seed_eco_2,2024-12-29,Economia,"impuestos otra vez en tendencias, la inflacion va para largo",7
c000649,seed_ent_3,2024-12-30,Entretenimiento,"todos hablando de actriz y de cancion, menos los medios tradicionales",1
c000636,seed_eco_5,2024-12-30,Economia,"desempleo otra vez en tendencias, la gasolina va para largo",5
c000645,seed_ent_1,2024-12-30,Entretenimiento,"concierto otra vez en tendencias, la festival va para largo",3
c000627,seed_eco_1,2024-12-31,Economia,"todos hablando de dolar y de precios, menos los medios tradicionales",2
c000642,seed_ent_3,2024-12-31,Entretenimiento,yo creo que actriz y premio se van a poner peor el proximo mes,5
c000641,seed_ent_1,2024-12-31,Entretenimiento,"concierto otra vez en tendencias, la temporada va para largo",0
c000650,seed_dep_2,2024-12-31,Deportes,"mi familia esta afectada por jugador, tambien por partido, gracias por cubrir el tema",4
c000626,seed_eco_1,2024-12-31,Economia,"interesante el analisis sobre precios y inflacion, deberian hacer una segunda parte",1
c000653,seed_dep_4,2024-12-31,Deportes,"este canal explico portero mejor que cualquier noticiero, mencionaron equipo",1
c000660,seed_dep_4,2024-12-31,Deportes,"este canal explico lesion mejor que cualquier noticiero, mencionaron portero",1
c000657,seed_dep_2,2024-12-31,Deportes,"todos hablando de transferencia y de liga, menos los medios tradicionales",3
c000658,seed_dep_1,2024-12-31,Deportes,"campeonato otra vez en tendencias, la lesion va para largo",3
c000624,seed_eco_1,2025-01-01,Economia,"mi familia esta afectada por credito, tambien por sueldo, gracias por cubrir el tema",3
c000635,seed_eco_5,2025-01-01,Economia,"todos hablando de sueldo y de ahorro, menos los medios tradicionales",3
c000634,seed_eco_1,2025-01-02,Economia,"este canal explico inversion mejor que cualquier noticiero, mencionaron credito",2
c000647,seed_ent_4,2025-01-02,Entretenimiento,"este canal explico actriz mejor que cualquier noticiero, mencionaron cancion",2
c000648,seed_ent_1,2025-01-02,Entretenimiento,"mi familia esta afectada por actor, tambien por premio, gracias por cubrir el tema",1
c000661,seed_dep_4,2025-01-02,Deportes,porque nadie habla de transferencia y portero en las noticias grandes,2
c000655,seed_dep_3,2025-01-02,Deportes,"llevo dias viendo videos sobre transferencia, la lesion cada vez es peor",1
c000656,seed_dep_5,2025-01-03,Deportes,porque nadie habla de arbitro y gol en las noticias grandes,3
c000651,seed_dep_2,2025-01-03,Deportes,"no puedo creer lo que paso con liga y arbitro, alguien mas lo vio",2
c000664,seed_cli_2,2025-01-03,Clima y Energia,"tormenta otra vez en tendencias, la incendio va para largo",3
c000643,seed_ent_4,2025-01-03,Entretenimiento,"llevo dias viendo videos sobre streaming, la premio cada vez es peor",1
c000640,seed_ent_2,2025-01-03,Entretenimiento,"llevo dias viendo videos sobre temporada, la actriz cada vez es peor",4
c000637,seed_ent_3,2025-01-03,Entretenimiento,"llevo dias viendo videos sobre festival, la temporada cada vez es peor",3
c000632,seed_eco_2,2025-01-03,Economia,"mi familia esta afectada por deuda, tambien por empleo, gracias por cubrir el tema",5
c000628,seed_eco_2,2025-01-03,Economia,"mi familia esta afectada por inversion, tambien por impuestos, gracias por cubrir el tema",4
c000646,seed_ent_2,2025-01-04,Entretenimiento,"interesante el analisis sobre premio y serie, deberian hacer una segunda parte",5
c000666,seed_cli_1,2025-01-04,Clima y Energia,"todos hablando de solar y de sequia, menos los medios tradicionales",0
c000665,seed_cli_4,2025-01-04,Clima y Energia,yo creo que calor y huracan se van a poner peor el proximo mes,5
c000663,seed_cli_2,2025-01-04,Clima y Energia,yo creo que sequia y tormenta se van a poner peor el proximo mes,1
c000662,seed_dep_2,2025-01-04,Deportes,"interesante el analisis sobre equipo y medalla, deberian hacer una segunda parte",5
c000625,seed_eco_4,2025-01-04,Economia,"este canal explico impuestos mejor que cualquier noticiero, mencionaron mercado",5
c000659,seed_dep_2,2025-01-04,Deportes,"estadio otra vez en tendencias, la medalla va para largo",3
c000668,seed_cli_4,2025-01-04,Clima y Energia,"interesante el analisis sobre renovables y sequia, deberian hacer una segunda parte",5
c000630,seed_eco_5,2025-01-04,Economia,"primera vez que escucho de credito, alguien me explica que paso con ahorro",0
c000638,seed_ent_1,2025-01-04,Entretenimiento,yo creo que streaming y director se van a poner peor el proximo mes,1
c000633,seed_eco_1,2025-01-04,Economia,"interesante el analisis sobre sueldo y desempleo, deberian hacer una segunda parte",0
c000629,seed_eco_4,2025-01-04,Economia,"dolar otra vez en tendencias, la salario va para largo",2
c000654,seed_dep_2,2025-01-04,Deportes,"mi familia esta afectada por lesion, tambien por entrenador, gracias por cubrir el tema",4
c000652,seed_dep_4,2025-01-05,Deportes,"primera vez que escucho de arbitro, alguien me explica que paso con estadio",3
c000644,seed_ent_5,2025-01-05,Entretenimiento,yo creo que guion y trailer se van a poner peor el proximo mes,2
c000631,seed_eco_2,2025-01-05,Economia,"llevo dias viendo videos sobre inflacion, la gasolina cada vez es peor",5
c000639,seed_ent_4,2025-01-05,Entretenimiento,porque nadie habla de actriz y serie en las noticias grandes,0
c000667,seed_cli_1,2025-01-05,Clima y Energia,porque nadie habla de lluvia y contaminacion en las noticias grandes,4
c000696,seed_dep_4,2025-01-06,Deportes,"mi familia esta afectada por torneo, tambien por seleccion, gracias por cubrir el tema",3
c000687,seed_ent_4,2025-01-06,Entretenimiento,"mi familia esta afectada por trailer, tambien por director, gracias por cubrir el tema",1
