Age,Hours,streams,SWL_T,SPIN_T,Narcissism,Work,Degree,Playstyle,whyplay,earnings,outcome
45,15.5,0.0,27.0,20.0,2.5,Empleado,Doctorado,Con amigos en linea,Socializar,Juego por diversion,2
15,19.9,0.0,19.0,32.0,3.5,Desempleado,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,3
37,15.7,3.5,18.0,0.0,1.9,Estudiante,Doctorado,Con amigos en linea,Competir,Juego por diversion,2
19,17.9,4.2,22.0,17.0,3.1,Empleado,Doctorado,Con amigos en linea,Relajarme,Juego por diversion,1
41,13.5,8.5,29.0,28.0,2.3,Estudiante,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,2
21,7.8,3.2,12.0,30.0,3.9,Empleado,Preparatoria,Un jugador,Competir,Juego por diversion,3
54,12.1,6.1,17.0,45.0,1.9,Empleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
15,25.7,0.0,17.0,35.0,2.8,Desempleado,Preparatoria,Multijugador en linea,Diversion,Gano un poco,3
34,7.7,4.3,18.0,0.0,4.3,Desempleado,Preparatoria,Un jugador,Socializar,Juego por diversion,2
47,8.3,0.0,10.0,13.0,1.5,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
27,17.5,0.3,16.0,31.0,1.4,Desempleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
21,43.1,3.4,26.0,9.0,0.5,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,1
37,26.6,3.4,28.0,27.0,3.9,Desempleado,Preparatoria,Multijugador presencial,Relajarme,Gano un poco,3
16,18.9,1.0,34.0,26.0,2.5,Desempleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,1
46,30.1,5.1,20.0,0.0,4.5,Desempleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
22,24.5,0.0,10.0,0.0,2.5,Estudiante,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,3
46,0.0,1.4,24.0,18.0,2.2,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,2
28,21.2,3.6,19.0,8.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Gano un poco,1
15,28.1,1.5,22.0,27.0,3.6,Estudiante,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,3
38,32.4,3.6,9.0,29.0,3.3,Desempleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,3
46,29.3,9.0,22.0,16.0,2.0,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,2
21,29.5,1.4,21.0,31.0,5.3,Estudiante,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
27,0.0,2.6,11.0,17.0,2.5,Estudiante,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,3
25,13.9,0.2,20.0,12.0,2.3,Estudiante,Maestria,Multijugador en linea,Competir,Juego por diversion,3
17,21.0,0.0,30.0,6.0,5.0,Empleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
21,41.1,2.4,18.0,27.0,4.9,Estudiante,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,2
46,11.3,5.9,19.0,5.0,3.1,Estudiante,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,1
25,30.6,0.5,19.0,1.0,3.2,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
32,33.0,6.3,21.0,14.0,5.9,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
24,40.4,3.9,26.0,30.0,3.4,Estudiante,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
40,29.6,0.0,22.0,30.0,2.0,Desempleado,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,4
32,38.0,0.0,22.0,14.0,4.0,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
47,24.4,0.0,11.0,29.0,5.1,Estudiante,Preparatoria,Un jugador,Diversion,Gano un poco,3
38,8.3,4.0,27.0,16.0,2.5,Empleado,Licenciatura,Un jugador,Socializar,Juego por diversion,1
36,3.8,2.2,23.0,34.0,3.5,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,3
15,28.0,6.5,17.0,33.0,4.9,Empleado,Preparatoria,Un jugador,Diversion,Gano un poco,2
54,5.6,2.4,17.0,28.0,2.4,Empleado,Preparatoria,Multijugador presencial,Socializar,Gano un poco,1
22,41.6,3.7,20.0,20.0,1.0,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
20,32.3,5.5,25.0,9.0,3.4,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
16,25.2,9.0,11.0,6.0,6.0,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,3
42,16.7,0.0,21.0,26.0,1.5,Estudiante,Maestria,Con amigos en linea,Diversion,Juego por diversion,2
33,20.3,6.3,20.0,36.0,4.2,Estudiante,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,3
25,31.7,3.1,29.0,23.0,2.6,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
37,24.9,5.5,21.0,35.0,3.7,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
53,7.6,1.9,21.0,38.0,5.3,Estudiante,Maestria,Multijugador presencial,Diversion,Juego por diversion,3
41,39.3,7.1,15.0,46.0,3.4,Empleado,Licenciatura,Un jugador,Mejorar habilidad,Es mi sustento,4
33,19.1,0.6,9.0,20.0,3.8,Empleado,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,3
32,14.4,4.3,19.0,13.0,5.2,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
31,21.5,4.4,23.0,38.0,3.1,Estudiante,Doctorado,Con amigos en linea,Socializar,Juego por diversion,3
23,19.5,6.2,30.0,39.0,1.8,Empleado,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
35,38.5,0.0,28.0,41.0,3.1,Estudiante,Preparatoria,Multijugador presencial,Diversion,Gano un poco,3
40,22.7,0.0,24.0,37.0,1.8,Empleado,Licenciatura,Un jugador,Diversion,Juego por diversion,2
22,16.1,8.4,19.0,35.0,4.1,Empleado,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,1
50,20.8,6.8,21.0,24.0,1.3,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,3
35,23.5,2.3,24.0,38.0,1.2,Empleado,Doctorado,Multijugador en linea,Relajarme,Juego por diversion,2
34,7.7,3.0,20.0,10.0,2.9,Estudiante,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
35,0.6,0.0,27.0,6.0,3.7,Estudiante,Maestria,Con amigos en linea,Diversion,Gano un poco,2
50,12.9,8.2,24.0,11.0,3.8,Desempleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
22,20.4,0.0,15.0,15.0,1.8,Empleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,3
40,0.0,4.5,18.0,26.0,2.1,Estudiante,Maestria,Multijugador en linea,Diversion,Juego por diversion,3
23,1.2,3.0,30.0,31.0,3.5,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,1
39,13.9,6.2,17.0,0.0,2.1,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,1
49,21.4,6.6,17.0,29.0,3.8,Empleado,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
46,25.5,0.0,15.0,12.0,1.8,Estudiante,Preparatoria,Un jugador,Competir,Juego por diversion,2
41,7.6,0.2,20.0,30.0,4.6,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
45,29.2,3.9,24.0,38.0,2.5,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
23,0.0,0.0,15.0,51.0,4.5,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,4
46,15.3,6.1,24.0,16.0,1.2,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
44,17.5,4.8,11.0,11.0,4.3,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,2
26,43.8,0.0,19.0,37.0,4.0,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,4
19,30.1,8.4,21.0,15.0,2.5,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,2
21,4.7,0.6,19.0,6.0,3.1,Empleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,1
27,27.7,5.8,31.0,31.0,3.1,Empleado,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
18,16.1,0.1,19.0,27.0,1.4,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
39,20.0,7.5,23.0,29.0,5.0,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,3
44,32.7,2.3,13.0,4.0,2.4,Desempleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
16,16.5,0.6,27.0,7.0,3.5,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,1
25,6.9,6.3,22.0,17.0,3.5,Estudiante,Maestria,Un jugador,Diversion,Juego por diversion,2
26,17.9,1.9,21.0,7.0,2.3,Estudiante,Licenciatura,Un jugador,Socializar,Juego por diversion,2
36,23.2,0.1,20.0,48.0,1.5,Estudiante,Doctorado,Un jugador,Relajarme,Juego por diversion,2
16,19.1,0.3,24.0,14.0,3.0,Empleado,Maestria,Multijugador presencial,Diversion,Gano un poco,2
38,9.3,3.7,18.0,3.0,2.8,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
35,14.9,4.2,19.0,35.0,1.8,Empleado,Maestria,Multijugador en linea,Socializar,Juego por diversion,2
43,16.4,1.7,25.0,0.0,4.7,Empleado,Licenciatura,Multijugador en linea,Competir,Juego por diversion,1
18,18.2,1.5,16.0,6.0,2.8,Empleado,Maestria,Un jugador,Competir,Gano un poco,1
23,28.4,2.8,18.0,20.0,3.1,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Gano un poco,3
15,33.0,0.8,17.0,26.0,1.3,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
50,15.7,6.7,33.0,49.0,4.9,Estudiante,Maestria,Multijugador presencial,Diversion,Juego por diversion,2
19,5.1,6.7,25.0,32.0,4.0,Estudiante,Maestria,Con amigos en linea,Competir,Juego por diversion,3
44,24.6,0.3,22.0,25.0,3.3,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
32,10.4,1.2,31.0,12.0,2.9,Empleado,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,2
27,35.6,10.8,16.0,33.0,4.6,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,3
21,23.5,4.9,17.0,16.0,5.5,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
35,26.9,0.2,25.0,40.0,1.9,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
44,0.0,3.7,26.0,27.0,2.4,Estudiante,Maestria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
41,16.8,1.4,22.0,8.0,2.3,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
34,26.5,2.2,23.0,31.0,0.9,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
47,1.6,6.5,28.0,0.0,3.2,Empleado,Maestria,Multijugador presencial,Competir,Juego por diversion,1
40,17.0,1.1,24.0,8.0,2.6,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
31,32.8,1.3,21.0,35.0,2.9,Empleado,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,3
25,26.2,2.3,19.0,32.0,3.6,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
31,5.9,4.2,21.0,30.0,3.1,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,3
46,28.9,2.2,25.0,19.0,1.1,Desempleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
28,27.1,8.9,14.0,15.0,4.2,Estudiante,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,2
17,27.0,0.9,9.0,12.0,2.8,Desempleado,Maestria,Multijugador presencial,Competir,Juego por diversion,3
37,22.3,6.1,18.0,25.0,4.4,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
32,21.8,0.0,20.0,15.0,3.1,Estudiante,Maestria,Con amigos en linea,Competir,Juego por diversion,3
54,15.1,0.0,17.0,31.0,4.3,Empleado,Maestria,Multijugador presencial,Socializar,Juego por diversion,3
43,10.8,2.4,25.0,0.0,2.3,Empleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
22,0.0,2.3,19.0,29.0,4.1,Estudiante,Maestria,Multijugador presencial,Diversion,Gano un poco,2
38,24.0,0.0,22.0,22.0,2.9,Desempleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,3
49,22.0,0.0,17.0,1.0,2.3,Desempleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
47,17.5,5.5,22.0,26.0,1.6,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
49,23.7,7.1,19.0,6.0,1.9,Estudiante,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,1
38,25.3,8.5,24.0,19.0,2.0,Empleado,Preparatoria,Un jugador,Socializar,Juego por diversion,2
38,8.7,7.2,17.0,17.0,2.2,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
16,18.0,0.9,25.0,5.0,4.1,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
46,24.8,3.8,24.0,39.0,3.3,Estudiante,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,3
38,37.2,3.5,18.0,22.0,4.0,Desempleado,Maestria,Multijugador presencial,Competir,Juego por diversion,4
18,15.1,1.4,29.0,0.0,2.7,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,1
45,21.4,5.5,21.0,23.0,3.1,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
16,11.7,3.0,18.0,35.0,1.2,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
31,11.7,6.3,23.0,19.0,3.5,Estudiante,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,3
24,34.7,5.8,20.0,16.0,2.3,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,2
49,0.0,6.4,25.0,15.0,5.0,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
37,31.2,4.8,15.0,27.0,3.8,Empleado,Licenciatura,Un jugador,Socializar,Gano un poco,4
37,10.8,1.0,26.0,18.0,2.9,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
41,13.8,0.4,24.0,8.0,1.3,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,1
20,19.6,4.0,20.0,20.0,4.4,Empleado,Preparatoria,Un jugador,Diversion,Juego por diversion,2
21,20.9,3.0,24.0,5.0,0.9,Empleado,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,1
24,27.6,6.4,26.0,52.0,3.0,Estudiante,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,3
36,31.3,0.0,28.0,23.0,1.9,Empleado,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
39,32.3,5.8,17.0,6.0,4.2,Desempleado,Maestria,Con amigos en linea,Socializar,Juego por diversion,2
40,0.6,3.5,10.0,41.0,1.8,Desempleado,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,2
15,19.3,0.0,17.0,8.0,3.8,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
16,23.5,5.7,18.0,0.0,2.3,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,1
22,24.2,4.0,14.0,32.0,3.0,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,3
38,2.0,1.6,16.0,49.0,3.0,Estudiante,Licenciatura,Un jugador,Socializar,Juego por diversion,4
33,37.2,0.9,19.0,13.0,5.6,Estudiante,Maestria,Multijugador presencial,Competir,Gano un poco,2
18,30.6,6.3,10.0,18.0,0.5,Estudiante,Maestria,Un jugador,Competir,Juego por diversion,2
45,18.4,0.7,30.0,28.0,4.6,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
18,54.7,7.9,34.0,0.0,1.6,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,1
25,6.6,2.3,18.0,4.0,3.1,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,2
44,16.0,4.4,26.0,6.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
32,17.1,3.6,21.0,16.0,0.6,Estudiante,Maestria,Multijugador presencial,Socializar,Juego por diversion,2
51,26.4,3.4,15.0,34.0,2.2,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,3
45,11.4,4.2,20.0,27.0,1.1,Empleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,3
22,11.7,0.0,13.0,30.0,5.2,Empleado,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,4
17,33.2,7.3,35.0,46.0,3.7,Estudiante,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,1
40,17.0,5.4,15.0,11.0,1.4,Empleado,Maestria,Multijugador presencial,Diversion,Juego por diversion,2
41,31.1,4.7,14.0,24.0,3.3,Estudiante,Preparatoria,Un jugador,Diversion,Juego por diversion,1
53,36.4,3.2,19.0,25.0,4.1,Empleado,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,1
31,16.6,3.0,19.0,42.0,2.5,Empleado,Preparatoria,Un jugador,Competir,Juego por diversion,4
18,8.7,7.0,23.0,30.0,3.9,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
49,14.2,2.8,27.0,12.0,2.2,Empleado,Preparatoria,Un jugador,Diversion,Gano un poco,2
24,26.0,1.8,21.0,18.0,0.6,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
24,33.5,0.3,19.0,15.0,3.3,Desempleado,Licenciatura,Multijugador presencial,Socializar,Gano un poco,2
31,23.8,0.0,13.0,20.0,7.0,Estudiante,Preparatoria,Un jugador,Competir,Juego por diversion,1
54,5.4,5.6,25.0,28.0,2.2,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,1
14,23.2,4.1,11.0,31.0,0.7,Estudiante,Preparatoria,Multijugador en linea,Competir,Gano un poco,2
31,40.9,0.0,13.0,14.0,4.5,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Gano un poco,3
34,39.1,3.1,17.0,15.0,4.2,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
15,12.1,3.7,28.0,7.0,3.2,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
30,23.3,7.6,15.0,25.0,2.8,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,3
25,24.9,4.1,23.0,6.0,5.2,Empleado,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,2
49,1.4,5.8,19.0,29.0,3.9,Estudiante,Maestria,Multijugador en linea,Competir,Juego por diversion,3
15,25.1,11.3,22.0,16.0,1.1,Empleado,Licenciatura,Un jugador,Diversion,Juego por diversion,1
30,0.0,0.0,34.0,11.0,2.9,Empleado,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
54,0.8,8.3,12.0,17.0,2.8,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
18,9.4,4.7,13.0,27.0,1.5,Empleado,Maestria,Multijugador presencial,Competir,Juego por diversion,2
26,1.8,3.9,25.0,6.0,5.7,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
53,20.8,0.6,19.0,23.0,4.3,Empleado,Licenciatura,Con amigos en linea,Socializar,Gano un poco,2
29,23.8,2.3,24.0,18.0,1.0,Empleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
21,11.9,5.8,28.0,33.0,3.4,Empleado,Licenciatura,Multijugador presencial,Relajarme,Es mi sustento,2
53,15.5,0.0,12.0,50.0,4.7,Estudiante,Preparatoria,Un jugador,Diversion,Juego por diversion,3
46,28.3,0.0,20.0,0.0,3.7,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
36,22.9,6.7,18.0,15.0,3.3,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,1
54,44.2,2.5,15.0,13.0,3.2,Estudiante,Maestria,Un jugador,Mejorar habilidad,Gano un poco,2
23,35.7,2.2,9.0,18.0,1.1,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,3
27,0.0,0.0,25.0,2.0,2.9,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,1
52,16.0,2.5,23.0,21.0,2.8,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Gano un poco,2
34,9.3,2.6,21.0,25.0,4.2,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,1
48,3.2,2.5,25.0,56.0,0.9,Empleado,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,3
25,32.3,2.3,21.0,11.0,4.5,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,2
19,19.6,3.4,23.0,26.0,2.3,Estudiante,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
15,5.4,5.4,26.0,21.0,3.3,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,3
44,38.2,0.0,21.0,10.0,2.7,Estudiante,Doctorado,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
30,37.8,2.9,23.0,2.0,3.0,Empleado,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,1
32,16.8,3.6,17.0,12.0,1.8,Estudiante,Preparatoria,Un jugador,Competir,Gano un poco,1
17,27.0,1.4,20.0,39.0,3.1,Desempleado,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,3
44,13.3,1.9,13.0,30.0,1.4,Empleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
37,19.6,0.0,11.0,14.0,2.6,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
45,1.1,0.0,19.0,22.0,2.1,Empleado,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,1
32,15.4,1.1,28.0,25.0,2.8,Empleado,Licenciatura,Un jugador,Relajarme,Gano un poco,2
51,22.4,2.7,9.0,31.0,3.4,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,2
35,10.2,4.7,13.0,10.0,4.4,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,4
35,37.3,8.4,9.0,24.0,2.9,Empleado,Maestria,Un jugador,Diversion,Juego por diversion,2
37,7.4,4.4,15.0,11.0,3.4,Estudiante,Maestria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
36,23.2,6.5,28.0,12.0,3.6,Empleado,Preparatoria,Con amigos en linea,Diversion,Es mi sustento,2
46,22.6,1.1,26.0,37.0,3.1,Estudiante,Preparatoria,Un jugador,Diversion,Juego por diversion,2
21,0.5,2.3,25.0,16.0,3.2,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,2
54,34.0,1.5,20.0,9.0,5.4,Estudiante,Maestria,Multijugador en linea,Competir,Juego por diversion,2
27,22.0,0.4,23.0,6.0,3.2,Empleado,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,2
23,32.4,7.2,23.0,2.0,4.8,Empleado,Maestria,Un jugador,Competir,Juego por diversion,1
53,22.1,1.3,20.0,29.0,4.5,Empleado,Maestria,Un jugador,Competir,Juego por diversion,2
33,24.1,2.4,29.0,13.0,2.9,Estudiante,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,3
20,41.2,6.4,13.0,17.0,1.6,Estudiante,Licenciatura,Un jugador,Relajarme,Juego por diversion,3
52,20.0,1.9,19.0,13.0,3.2,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
32,24.0,4.1,22.0,21.0,2.6,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
15,13.2,5.5,11.0,29.0,0.2,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
40,23.1,6.5,19.0,25.0,4.9,Estudiante,Maestria,Un jugador,Relajarme,Gano un poco,3
42,18.0,4.2,15.0,32.0,2.8,Empleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,3
42,19.6,0.6,27.0,28.0,4.6,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
18,35.3,1.9,17.0,13.0,2.5,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Gano un poco,2
52,13.7,3.3,13.0,30.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,3
47,20.3,1.2,19.0,0.0,2.3,Estudiante,Doctorado,Con amigos en linea,Diversion,Juego por diversion,2
31,15.2,0.0,25.0,17.0,2.3,Empleado,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,1
38,49.1,5.6,20.0,22.0,4.0,Desempleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
35,19.4,8.2,29.0,28.0,3.1,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,2
51,15.5,3.2,17.0,16.0,5.1,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,1
50,21.4,0.0,8.0,33.0,3.2,Estudiante,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,3
23,1.5,10.3,21.0,20.0,2.4,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
14,38.2,2.2,18.0,12.0,2.2,Desempleado,Licenciatura,Multijugador en linea,Competir,Gano un poco,2
41,8.2,3.0,22.0,38.0,2.6,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
19,9.1,4.0,26.0,30.0,2.5,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,3
49,27.1,1.4,21.0,16.0,4.8,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,2
24,5.5,6.7,19.0,26.0,2.9,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
14,36.7,5.1,16.0,6.0,2.5,Empleado,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,1
30,22.6,5.8,15.0,20.0,5.2,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,2
19,36.7,4.0,19.0,0.0,3.2,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,2
16,0.0,2.5,25.0,23.0,4.4,Empleado,Licenciatura,Multijugador en linea,Competir,Juego por diversion,1
35,17.3,6.1,31.0,26.0,4.8,Empleado,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,3
23,25.9,0.0,23.0,25.0,2.9,Empleado,Preparatoria,Multijugador presencial,Diversion,Gano un poco,3
32,10.8,0.1,28.0,34.0,5.0,Desempleado,Maestria,Multijugador en linea,Competir,Juego por diversion,3
22,40.3,3.6,25.0,0.0,3.9,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
43,22.5,3.2,24.0,41.0,1.9,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
52,17.0,0.0,8.0,35.0,2.2,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,4
41,22.9,0.0,18.0,22.0,2.6,Estudiante,Maestria,Un jugador,Diversion,Juego por diversion,3
44,30.9,0.0,18.0,10.0,2.4,Desempleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,1
21,20.1,6.2,17.0,9.0,3.2,Empleado,Maestria,Con amigos en linea,Relajarme,Gano un poco,2
