data_Tcamp,data_productividad_per,data_import_unico,data_dias_empresa,data_Tedad,data_T_RangoEdad,data_numero_hijos,data_T_numero_hijos,data_pobreza,data_veces,data_Tsexo,dummies_Tsexo_Mujer,data_GRADO2,data_Testado_civil,data_distancia,data_sumCOD,data_sumHRSLB,data_n_lote,data_n_fundo,data_n_variedad,data_otros_bono,data_sum_hora_extra,data_sum_aux_bono_total,data_bono_produc,data_BANCARIZADO,data_PEOR_CALIF_U6M,data_MODA_CALIF_U6M,data_TIPCRE_UM,data_DEUDA_PROM_U6M,data_NRO_ENT_PROM_U6M,data_DIAS_ATRASO_PROM_U6M
21,79.95,1666.09,170,32,31-40,1,Con hijos,0.323,2,Hombre,0,Secundaria completa,Soltero,17.5,3358.0,206.9,2,2,2,279.9,115.0,502.5,123.5,0,Normal,Normal,Comercial,0.0,0,0.0
19,42.32,304.02,140,24,18-25,0,Sin hijos,0.321,3,Mujer,1,Primaria incompleta,Soltero,180.0,953.0,130.8,11,3,3,234.6,53.1,363.4,115.9,0,Normal,Normal,Ninguno,0.0,0,0.0
21,17.14,310.12,143,26,26-30,1,Con hijos,0.761,3,Mujer,1,Secundaria completa,Casado,194.3,403.0,205.4,4,1,3,96.2,138.7,245.8,57.6,1,Normal,Normal,Consumo,4018.7,4,8.0
21,34.67,119.48,100,28,26-30,1,Con hijos,0.588,1,Hombre,0,Secundaria completa,Soltero,182.2,1330.0,69.5,9,3,1,31.2,536.7,611.4,113.4,0,Dudoso,Normal,Ninguno,0.0,0,0.0
21,40.9,302.47,125,27,26-30,1,Con hijos,0.503,3,Hombre,0,Primaria completa,Soltero,104.8,1702.0,144.9,5,2,3,28.0,166.9,259.2,102.4,1,CPP,Normal,Ninguno,1630.8,4,39.0
20,73.15,1415.61,269,33,31-40,0,Sin hijos,0.467,2,Mujer,1,Secundaria incompleta,Soltero,141.5,2444.0,106.7,5,3,1,82.2,38.6,167.5,204.8,0,Perdida,Normal,Comercial,0.0,0,0.0
20,92.98,1548.8,221,25,18-25,0,Sin hijos,0.445,1,Hombre,0,Primaria completa,Soltero,21.7,2532.0,177.1,8,2,1,75.5,49.0,242.2,245.4,1,Normal,Normal,Consumo,445.9,1,11.1
19,69.24,2228.69,195,30,26-30,0,Sin hijos,0.446,1,Hombre,0,Secundaria incompleta,Soltero,75.5,1993.0,145.1,2,1,2,171.6,92.4,409.3,113.1,0,Dudoso,Normal,Ninguno,0.0,0,0.0
19,91.73,585.6,284,27,26-30,1,Con hijos,0.424,2,Hombre,0,Secundaria incompleta,Soltero,119.4,2621.0,124.0,7,1,1,171.4,13.4,198.0,166.7,1,Deficiente,CPP,Ninguno,240.1,2,14.1
19,54.99,93.96,125,30,26-30,0,Sin hijos,0.406,2,Mujer,1,Primaria incompleta,Soltero,216.9,1549.0,203.5,17,3,2,95.9,107.0,282.8,188.5,1,Dudoso,Normal,Ninguno,3200.8,3,15.4
20,28.37,483.18,165,30,26-30,2,Con hijos,0.086,2,Mujer,1,Superior,Soltero,206.1,740.0,101.7,11,1,1,81.0,89.5,194.5,57.1,1,Normal,Normal,Consumo,1460.5,4,10.7
21,146.86,4729.77,229,22,18-25,1,Con hijos,0.245,3,Hombre,0,Primaria incompleta,Soltero,29.0,5173.0,71.8,15,2,2,55.2,36.4,234.7,333.2,0,CPP,Normal,Consumo,0.0,0,0.0
19,46.53,62.73,97,32,31-40,1,Con hijos,0.364,1,Hombre,0,Secundaria completa,Casado,133.4,1978.0,145.5,3,2,3,69.4,186.9,285.9,117.2,1,Normal,Normal,Consumo,2046.8,2,9.4
20,94.11,1090.57,312,25,18-25,2,Con hijos,0.288,4,Mujer,1,Secundaria incompleta,Casado,162.5,2605.0,148.6,13,1,1,164.0,79.5,269.9,325.5,1,CPP,Normal,Ninguno,730.1,1,41.8
19,69.16,2619.98,195,32,31-40,0,Sin hijos,0.317,1,Mujer,1,Secundaria completa,Soltero,42.3,1706.0,113.4,18,1,2,235.4,11.3,370.7,199.2,1,Normal,Normal,Ninguno,6017.1,1,32.4
19,70.7,1645.08,155,29,26-30,0,Sin hijos,0.445,1,Mujer,1,Secundaria incompleta,Soltero,56.5,2896.0,122.5,20,1,1,502.7,60.4,659.7,195.1,0,CPP,Normal,Consumo,0.0,0,0.0
20,68.06,902.83,227,40,31-40,1,Con hijos,0.515,4,Hombre,0,Secundaria completa,Soltero,137.5,2623.0,212.3,20,3,2,307.1,56.1,456.0,173.5,1,Perdida,CPP,Ninguno,2088.6,3,14.5
19,18.56,463.42,131,25,18-25,0,Sin hijos,0.445,1,Hombre,0,Secundaria completa,Casado,110.7,803.0,169.2,3,3,2,190.2,89.3,378.7,53.8,0,CPP,Normal,Comercial,0.0,0,0.0
20,59.14,1542.81,269,26,26-30,0,Sin hijos,0.511,2,Hombre,0,Secundaria completa,Soltero,85.1,1427.0,51.0,2,2,1,557.9,202.0,797.6,167.2,1,CPP,Normal,Consumo,2110.2,4,41.7
19,21.96,223.29,128,26,26-30,1,Con hijos,0.514,2,Mujer,1,Primaria incompleta,Casado,180.9,518.0,70.3,5,3,1,114.8,116.0,285.3,72.6,0,CPP,CPP,Consumo,0.0,0,0.0
19,24.32,52.95,132,25,18-25,0,Sin hijos,0.355,1,Hombre,0,Secundaria completa,Soltero,153.3,816.0,215.4,20,3,3,148.9,29.6,320.6,62.8,1,CPP,Normal,Consumo,7622.2,2,6.9
20,71.51,1595.2,325,33,31-40,0,Sin hijos,0.479,2,Hombre,0,Primaria completa,Soltero,135.4,2529.0,168.0,5,2,3,185.3,62.2,447.7,167.6,1,Normal,Normal,Comercial,2399.1,4,2.0
20,34.34,477.98,155,18,18-25,0,Sin hijos,0.138,3,Hombre,0,Iletrado,Soltero,197.4,1099.0,203.9,13,2,3,34.4,91.6,179.7,107.0,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,47.51,340.65,128,21,18-25,1,Con hijos,0.342,2,Hombre,0,Secundaria incompleta,Soltero,214.1,1661.0,87.7,8,1,1,156.9,108.5,304.0,147.2,0,Deficiente,Normal,Comercial,0.0,0,0.0
20,62.02,1899.9,203,22,18-25,0,Sin hijos,0.325,2,Mujer,1,Secundaria incompleta,Casado,50.9,1520.0,171.0,16,1,3,151.3,144.5,457.4,114.1,0,Normal,Normal,Ninguno,0.0,0,0.0
21,85.78,1123.33,202,34,31-40,3,Con hijos,0.63,4,Hombre,0,Secundaria incompleta,Casado,141.8,2744.0,165.7,18,3,2,71.9,130.0,293.5,169.3,0,Deficiente,Normal,Consumo,0.0,0,0.0
21,69.0,1098.84,266,39,31-40,1,Con hijos,0.451,4,Mujer,1,Secundaria completa,Casado,167.0,2515.0,86.0,16,2,1,242.7,130.4,441.3,235.8,1,Deficiente,Normal,Consumo,4566.4,1,7.4
19,76.26,2185.71,234,27,26-30,0,Sin hijos,0.2,1,Mujer,1,Secundaria incompleta,Soltero,34.6,2350.0,134.7,1,3,2,56.9,117.1,245.6,182.1,0,Normal,Normal,Comercial,0.0,0,0.0
20,174.87,5339.6,204,25,18-25,1,Con hijos,0.389,2,Mujer,1,Secundaria incompleta,Soltero,40.2,6468.0,149.2,8,3,2,221.9,119.3,407.9,444.1,0,Dudoso,CPP,Consumo,0.0,0,0.0
21,20.77,370.72,97,27,26-30,0,Sin hijos,0.536,1,Mujer,1,Primaria incompleta,Soltero,192.3,650.0,121.4,21,2,2,243.6,127.9,547.0,44.0,1,Normal,Normal,Ninguno,2994.3,4,4.8
19,35.82,77.2,103,32,31-40,0,Sin hijos,0.387,3,Mujer,1,Secundaria completa,Soltero,196.8,1015.0,187.2,2,2,1,44.9,45.7,224.4,88.2,1,Normal,Normal,Comercial,4430.9,2,9.6
21,162.16,5317.25,169,22,18-25,0,Sin hijos,0.404,3,Mujer,1,Secundaria incompleta,Casado,18.6,4474.0,188.2,24,2,1,292.8,48.1,381.7,484.3,1,Normal,Normal,Consumo,6553.1,2,9.3
21,84.39,2181.28,143,29,26-30,1,Con hijos,0.026,1,Hombre,0,Secundaria incompleta,Soltero,43.6,2555.0,191.6,5,2,3,30.6,217.1,467.3,208.0,1,Dudoso,Deficiente,Comercial,6665.9,3,13.9
21,34.89,341.87,111,31,31-40,1,Con hijos,0.0,3,Hombre,0,Secundaria completa,Soltero,142.3,718.0,182.7,15,3,3,81.8,116.1,233.8,74.3,1,Perdida,Normal,Ninguno,1576.2,2,4.7
21,113.83,2469.64,121,30,26-30,0,Sin hijos,0.223,3,Hombre,0,Secundaria incompleta,Soltero,56.5,4179.0,122.7,14,3,3,167.5,134.1,362.3,192.6,0,Normal,Normal,Consumo,0.0,0,0.0
21,67.43,1825.1,171,28,26-30,2,Con hijos,0.422,3,Mujer,1,Secundaria incompleta,Soltero,62.2,2773.0,102.5,3,3,3,40.1,71.1,219.1,226.3,0,Normal,Normal,Consumo,0.0,0,0.0
20,64.57,1126.23,289,35,31-40,0,Sin hijos,0.63,2,Mujer,1,Secundaria incompleta,Casado,196.9,1864.0,188.0,7,2,2,15.1,243.0,375.3,209.4,0,Normal,Normal,Ninguno,0.0,0,0.0
21,25.77,159.09,95,18,18-25,0,Sin hijos,0.231,3,Mujer,1,Secundaria completa,Soltero,155.7,545.0,123.1,4,1,1,277.3,88.4,407.9,79.4,1,CPP,Normal,Consumo,888.6,1,26.2
21,68.67,1711.04,224,31,31-40,0,Sin hijos,0.272,2,Hombre,0,Secundaria completa,Soltero,47.5,3067.0,76.8,11,3,3,120.1,193.3,382.1,198.3,1,CPP,Deficiente,Consumo,3430.4,4,0.4
21,25.63,290.82,138,23,18-25,0,Sin hijos,0.413,1,Hombre,0,Primaria completa,Soltero,213.2,681.0,126.4,12,1,2,189.4,117.0,353.6,64.9,0,CPP,Normal,Comercial,0.0,0,0.0
19,43.89,615.54,153,18,18-25,0,Sin hijos,0.326,3,Hombre,0,Primaria incompleta,Soltero,183.4,1017.0,57.0,15,1,1,89.7,41.2,375.7,144.6,1,Deficiente,Normal,Ninguno,1760.5,2,11.3
20,98.31,1642.98,147,30,26-30,1,Con hijos,0.318,1,Hombre,0,Primaria completa,Soltero,74.0,2875.0,161.4,6,1,1,152.8,149.0,342.4,303.1,0,CPP,Normal,Ninguno,0.0,0,0.0
21,26.29,233.97,148,33,31-40,0,Sin hijos,0.337,3,Mujer,1,Secundaria completa,Casado,183.1,1011.0,93.8,24,2,1,251.4,92.5,467.1,82.3,0,Normal,Normal,Consumo,0.0,0,0.0
19,60.35,1275.03,199,28,26-30,2,Con hijos,0.597,4,Hombre,0,Secundaria completa,Casado,117.3,1650.0,79.5,1,2,2,147.2,49.1,210.4,127.9,1,Normal,Normal,Consumo,3309.5,2,55.5
21,36.71,257.27,149,31,31-40,1,Con hijos,0.567,2,Hombre,0,Secundaria incompleta,Soltero,126.3,1262.0,211.7,18,3,3,276.8,171.6,516.0,86.2,1,Deficiente,CPP,Comercial,2981.8,2,12.4
21,26.48,221.84,128,35,31-40,1,Con hijos,0.404,3,Hombre,0,Primaria completa,Soltero,118.7,805.0,177.6,14,3,1,273.6,41.0,379.3,77.1,1,CPP,Deficiente,Ninguno,1878.9,3,19.5
21,38.33,43.93,139,33,31-40,1,Con hijos,0.648,3,Hombre,0,Secundaria completa,Soltero,196.2,879.0,179.5,24,2,2,281.1,135.8,500.9,85.9,1,Normal,Normal,Comercial,1683.7,1,25.2
21,163.07,4974.14,165,32,31-40,0,Sin hijos,0.376,3,Mujer,1,Secundaria completa,Soltero,49.9,4608.0,148.5,7,2,1,230.4,233.4,508.6,405.7,1,Normal,Deficiente,Consumo,4350.0,2,3.1
21,16.84,125.29,96,30,26-30,0,Sin hijos,0.573,2,Hombre,0,Secundaria completa,Soltero,237.7,642.0,189.4,10,1,2,145.4,118.4,297.6,47.0,0,Deficiente,Normal,Consumo,0.0,0,0.0
19,93.67,652.33,275,29,26-30,1,Con hijos,0.271,3,Hombre,0,Secundaria completa,Casado,177.3,3306.0,174.2,9,2,3,167.1,175.3,364.5,222.5,0,Normal,Normal,Ninguno,0.0,0,0.0
21,103.94,2401.65,137,19,18-25,0,Sin hijos,0.302,1,Hombre,0,Secundaria completa,Soltero,72.4,2390.0,143.8,2,2,3,13.1,191.2,261.7,320.8,0,CPP,CPP,Comercial,0.0,0,0.0
19,142.68,5191.82,231,25,18-25,1,Con hijos,0.2,2,Mujer,1,Iletrado,Soltero,32.2,3436.0,212.6,8,2,1,53.4,265.5,333.1,247.2,0,CPP,Normal,Consumo,0.0,0,0.0
20,28.12,246.56,81,22,18-25,0,Sin hijos,0.387,3,Mujer,1,Primaria incompleta,Soltero,132.5,1013.0,66.4,22,2,3,272.6,56.5,353.7,82.6,0,Normal,CPP,Consumo,0.0,0,0.0
19,34.86,273.17,148,37,31-40,0,Sin hijos,0.409,1,Hombre,0,Primaria incompleta,Soltero,202.8,1406.0,209.2,1,1,3,137.1,208.7,367.6,62.4,0,CPP,Normal,Ninguno,0.0,0,0.0
19,166.36,5226.6,163,25,18-25,2,Con hijos,0.349,2,Hombre,0,Secundaria completa,Soltero,42.2,4781.0,106.3,20,3,2,72.0,134.4,259.5,561.6,0,Normal,Deficiente,Ninguno,0.0,0,0.0
20,38.59,272.46,139,27,26-30,0,Sin hijos,0.696,2,Mujer,1,Primaria incompleta,Soltero,176.8,1346.0,130.4,2,1,2,41.6,102.1,285.3,82.1,1,Normal,CPP,Consumo,2334.0,2,16.2
20,107.15,2329.0,192,30,26-30,1,Con hijos,0.508,3,Hombre,0,Secundaria incompleta,Soltero,60.8,2600.0,53.3,7,2,1,268.3,44.1,367.3,331.2,1,Normal,Normal,Consumo,3973.0,2,7.2
20,30.23,194.19,102,27,26-30,1,Con hijos,0.323,1,Mujer,1,Secundaria incompleta,Soltero,184.3,840.0,132.6,16,2,2,293.9,95.5,406.5,76.9,1,CPP,Deficiente,Consumo,7269.1,3,7.0
21,65.03,2431.0,191,36,31-40,0,Sin hijos,0.4,2,Hombre,0,Secundaria incompleta,Soltero,74.3,1333.0,146.1,22,3,3,189.5,181.6,470.1,109.4,1,Deficiente,Deficiente,Consumo,1987.6,1,12.6
19,18.21,286.93,130,23,18-25,0,Sin hijos,0.626,2,Mujer,1,Secundaria completa,Soltero,218.3,714.0,219.6,4,3,2,422.6,121.2,651.8,48.5,0,Normal,Normal,Consumo,0.0,0,0.0
19,61.77,1176.81,224,30,26-30,2,Con hijos,0.517,4,Mujer,1,Primaria completa,Soltero,168.3,1855.0,215.3,21,3,3,312.8,107.2,755.4,205.3,1,Deficiente,Normal,Consumo,3189.3,4,4.5
21,31.67,48.3,92,23,18-25,1,Con hijos,0.624,1,Mujer,1,Secundaria incompleta,Soltero,202.6,1280.0,213.6,17,1,1,183.8,104.7,350.1,57.5,1,Normal,CPP,Ninguno,4470.5,4,2.6
21,103.92,2174.74,102,21,18-25,0,Sin hijos,0.328,1,Hombre,0,Secundaria completa,Casado,62.7,3919.0,96.2,4,3,3,46.8,91.5,256.5,222.7,1,Normal,CPP,Comercial,1978.8,2,2.3
21,64.75,951.08,264,25,18-25,1,Con hijos,0.293,2,Hombre,0,Primaria incompleta,Soltero,138.2,2637.0,218.3,3,2,2,206.4,128.8,542.9,154.0,1,Normal,Normal,Ninguno,2226.9,4,6.4
19,80.36,1943.43,116,27,26-30,1,Con hijos,0.295,1,Hombre,0,Secundaria completa,Casado,66.3,2181.0,116.5,9,2,2,160.5,113.5,338.3,164.7,1,CPP,Normal,Ninguno,9537.6,1,9.4
21,31.84,116.5,125,24,18-25,2,Con hijos,0.34,3,Hombre,0,Secundaria completa,Soltero,124.2,784.0,191.8,22,2,2,56.8,74.5,139.9,107.8,1,Normal,Deficiente,Consumo,1213.5,1,22.2
20,43.88,78.87,115,23,18-25,2,Con hijos,0.241,2,Mujer,1,Superior,Soltero,209.9,1944.0,71.1,15,1,2,27.2,71.1,198.7,99.0,1,Normal,Normal,Consumo,3304.8,4,9.5
20,114.9,2634.19,194,20,18-25,0,Sin hijos,0.444,2,Hombre,0,Secundaria completa,Casado,37.1,4359.0,126.1,20,3,1,41.2,73.9,171.2,323.6,1,Normal,CPP,Ninguno,4692.9,3,4.5
19,26.69,438.51,113,26,26-30,1,Con hijos,0.447,1,Hombre,0,Secundaria incompleta,Soltero,183.0,1090.0,213.5,3,3,3,488.2,54.7,663.4,52.0,1,Normal,Normal,Ninguno,3606.8,2,6.2
20,27.11,526.86,113,19,18-25,0,Sin hijos,0.601,1,Mujer,1,Secundaria incompleta,Soltero,143.4,551.0,209.9,12,3,2,19.8,48.5,113.7,52.6,1,Dudoso,Normal,Consumo,1099.9,3,2.4
19,42.44,55.37,144,30,26-30,2,Con hijos,0.136,1,Hombre,0,Primaria incompleta,Soltero,192.4,1225.0,159.9,15,3,3,301.6,77.5,495.5,78.6,0,Normal,Normal,Consumo,0.0,0,0.0
19,38.82,249.5,133,27,26-30,0,Sin hijos,0.258,2,Mujer,1,Primaria completa,Soltero,171.8,1497.0,181.6,20,2,1,77.9,119.0,224.1,92.0,1,Normal,CPP,Ninguno,3951.3,4,7.9
20,104.7,1779.62,182,20,18-25,0,Sin hijos,0.521,2,Mujer,1,Primaria incompleta,Soltero,31.1,2298.0,63.5,8,1,3,52.3,205.4,277.5,268.6,1,Normal,Normal,Consumo,3304.5,2,7.7
21,172.6,4695.59,231,24,18-25,0,Sin hijos,0.328,1,Mujer,1,Secundaria incompleta,Casado,42.2,5900.0,167.1,12,3,2,71.2,43.7,223.1,262.6,0,CPP,Normal,Consumo,0.0,0,0.0
21,28.41,101.09,76,23,18-25,0,Sin hijos,0.407,3,Hombre,0,Secundaria completa,Casado,152.8,873.0,147.4,21,2,3,317.1,77.8,431.7,89.9,1,Deficiente,Normal,Ninguno,6470.6,4,8.1
20,37.91,424.75,145,28,26-30,1,Con hijos,0.59,2,Hombre,0,Secundaria incompleta,Soltero,203.8,775.0,47.4,13,2,2,146.8,111.1,367.9,95.7,1,Normal,Normal,Ninguno,5394.2,3,28.9
20,43.09,179.37,141,33,31-40,0,Sin hijos,0.249,2,Hombre,0,Secundaria incompleta,Soltero,173.0,1116.0,51.5,15,1,2,303.0,131.0,487.2,78.2,0,Normal,Normal,Comercial,0.0,0,0.0
20,83.49,1369.16,203,18,18-25,0,Sin hijos,0.291,4,Mujer,1,Secundaria incompleta,Soltero,163.9,2264.0,50.6,11,3,1,188.9,203.5,624.5,136.5,0,Deficiente,Normal,Consumo,0.0,0,0.0
21,79.1,1267.02,238,29,26-30,3,Con hijos,0.273,3,Mujer,1,Secundaria incompleta,Casado,123.3,1803.0,167.6,17,1,1,160.2,144.2,444.0,128.7,1,Normal,Normal,Comercial,808.1,1,19.1
20,42.67,584.35,121,26,26-30,0,Sin hijos,0.098,1,Hombre,0,Superior,Soltero,152.4,1527.0,56.9,21,3,3,105.0,129.7,257.3,86.0,0,CPP,Normal,Comercial,0.0,0,0.0
19,43.69,16.89,118,30,26-30,0,Sin hijos,0.42,1,Hombre,0,Primaria completa,Soltero,156.9,1139.0,118.9,24,1,3,87.9,37.9,243.8,109.2,0,Deficiente,Normal,Ninguno,0.0,0,0.0
19,45.82,427.69,133,28,26-30,1,Con hijos,0.322,3,Hombre,0,Secundaria completa,Soltero,203.0,1234.0,97.8,12,3,2,233.4,224.0,525.1,147.6,1,Normal,Normal,Consumo,4628.9,4,12.3
20,38.49,410.78,165,23,18-25,0,Sin hijos,0.29,3,Hombre,0,Secundaria incompleta,Soltero,231.7,1634.0,134.6,20,3,2,32.6,102.4,193.5,127.2,0,Normal,Normal,Ninguno,0.0,0,0.0
20,30.33,92.8,155,25,18-25,0,Sin hijos,0.263,3,Hombre,0,Primaria incompleta,Soltero,144.8,961.0,164.2,18,1,2,40.1,325.9,433.2,96.0,0,Normal,CPP,Consumo,0.0,0,0.0
19,161.67,5206.44,160,22,18-25,0,Sin hijos,0.297,2,Hombre,0,Secundaria incompleta,Casado,48.8,4818.0,160.1,16,3,2,137.5,57.9,236.4,348.7,1,Deficiente,Normal,Consumo,4246.6,3,40.8
21,95.1,2187.04,192,33,31-40,0,Sin hijos,0.28,1,Hombre,0,Secundaria completa,Soltero,22.5,3623.0,127.9,3,1,1,200.1,68.8,310.6,201.0,0,CPP,Normal,Consumo,0.0,0,0.0
21,23.83,204.69,162,27,26-30,0,Sin hijos,0.433,2,Hombre,0,Primaria incompleta,Casado,131.2,1019.0,118.2,9,1,2,61.5,231.7,337.4,82.8,1,Normal,Normal,Comercial,1341.6,1,21.3
21,35.69,115.22,134,36,31-40,0,Sin hijos,0.469,3,Hombre,0,Primaria incompleta,Soltero,139.4,736.0,105.6,7,3,1,18.6,62.4,101.8,102.2,0,Normal,Normal,Ninguno,0.0,0,0.0
19,148.17,4688.57,256,25,18-25,0,Sin hijos,0.256,2,Hombre,0,Primaria completa,Soltero,24.5,4624.0,193.8,19,3,3,331.3,80.8,508.2,312.6,0,CPP,Normal,Ninguno,0.0,0,0.0
20,77.43,2615.45,241,24,18-25,0,Sin hijos,0.346,3,Mujer,1,Secundaria completa,Soltero,31.2,2731.0,92.9,5,1,3,77.4,109.4,255.3,167.1,1,Normal,Normal,Consumo,894.7,1,5.2
21,44.78,238.91,153,19,18-25,0,Sin hijos,0.428,3,Hombre,0,Secundaria completa,Soltero,187.5,1252.0,79.3,19,2,1,65.1,80.3,247.7,106.1,0,Normal,Normal,Ninguno,0.0,0,0.0
21,162.78,5138.94,222,18,18-25,1,Con hijos,0.296,1,Mujer,1,Secundaria incompleta,Casado,35.9,6399.0,171.2,10,1,2,106.1,282.1,475.5,446.6,0,Normal,Normal,Consumo,0.0,0,0.0
19,77.7,1905.28,207,20,18-25,0,Sin hijos,0.6,1,Hombre,0,Secundaria incompleta,Soltero,60.7,3441.0,98.4,20,2,3,179.4,145.2,420.6,256.1,0,CPP,Normal,Consumo,0.0,0,0.0
19,18.4,121.83,127,28,26-30,0,Sin hijos,0.448,1,Hombre,0,Secundaria completa,Soltero,197.2,802.0,190.9,12,2,1,199.2,68.3,316.8,34.9,1,Normal,CPP,Comercial,879.3,2,2.0
20,39.46,401.11,123,29,26-30,2,Con hijos,0.564,2,Hombre,0,Secundaria completa,Soltero,182.3,1052.0,92.3,8,1,3,402.3,210.3,706.1,65.9,1,Normal,Normal,Consumo,4149.4,2,1.5
20,38.45,36.37,112,19,18-25,0,Sin hijos,0.492,1,Mujer,1,Secundaria completa,Soltero,196.0,987.0,163.4,3,1,2,98.7,143.7,336.6,88.9,0,Deficiente,CPP,Comercial,0.0,0,0.0
21,109.45,1999.2,225,32,31-40,0,Sin hijos,0.202,3,Hombre,0,Secundaria completa,Casado,54.0,4809.0,38.6,19,1,1,108.1,206.9,370.4,217.9,1,Normal,Normal,Consumo,3997.2,3,7.8
21,28.92,243.91,98,24,18-25,0,Sin hijos,0.316,1,Hombre,0,Secundaria completa,Soltero,131.5,910.0,103.3,11,2,3,22.0,75.4,241.3,76.7,1,Normal,Normal,Consumo,1578.0,4,10.1
20,80.29,2130.84,224,28,26-30,0,Sin hijos,0.393,2,Hombre,0,Secundaria incompleta,Soltero,70.9,2024.0,95.2,8,1,2,202.0,295.4,547.3,232.7,0,CPP,CPP,Consumo,0.0,0,0.0
19,75.49,1094.71,271,38,31-40,1,Con hijos,0.53,3,Mujer,1,Secundaria completa,Soltero,134.3,2844.0,185.2,13,1,1,65.3,62.4,382.6,160.2,1,Normal,Normal,Consumo,7229.8,1,37.9
21,47.77,298.18,81,31,31-40,1,Con hijos,0.689,1,Mujer,1,Superior,Soltero,140.3,1295.0,213.7,23,3,1,102.6,33.2,227.1,137.2,1,CPP,Normal,Consumo,1429.2,2,0.2
19,31.05,342.74,134,25,18-25,2,Con hijos,0.327,1,Hombre,0,Iletrado,Soltero,166.8,828.0,117.6,23,3,1,410.1,215.4,672.3,67.9,1,Normal,Normal,Consumo,299.2,2,3.2
21,34.79,349.0,59,22,18-25,0,Sin hijos,0.408,2,Hombre,0,Primaria incompleta,Soltero,141.1,1461.0,186.7,10,3,1,74.9,75.5,212.5,96.4,1,CPP,CPP,Ninguno,344.4,3,16.4
21,38.08,90.94,141,18,18-25,0,Sin hijos,0.52,3,Hombre,0,Superior,Soltero,158.4,916.0,162.9,18,1,3,223.8,39.1,463.1,105.3,1,CPP,Normal,Consumo,5423.8,1,30.7
21,33.87,196.19,149,23,18-25,0,Sin hijos,0.391,3,Hombre,0,Primaria completa,Soltero,185.0,732.0,213.8,12,1,1,69.9,269.9,501.1,69.6,1,Deficiente,Normal,Comercial,3055.3,2,19.2
19,146.84,5262.73,189,25,18-25,0,Sin hijos,0.547,3,Hombre,0,Secundaria completa,Casado,41.5,3925.0,184.1,7,1,1,279.6,156.9,444.7,407.0,1,CPP,Normal,Comercial,730.0,3,7.1
19,74.72,1330.94,254,23,18-25,2,Con hijos,0.198,2,Hombre,0,Secundaria incompleta,Soltero,125.1,2628.0,44.7,11,2,1,251.6,185.5,570.0,169.0,0,Normal,Normal,Ninguno,0.0,0,0.0
20,93.1,1759.79,239,27,26-30,1,Con hijos,0.502,1,Hombre,0,Primaria incompleta,Soltero,47.7,2149.0,165.5,10,2,1,55.8,174.7,272.2,202.3,1,Normal,Normal,Ninguno,7196.3,4,2.9
20,61.6,2190.87,153,28,26-30,1,Con hijos,0.5,2,Hombre,0,Primaria incompleta,Casado,71.1,1958.0,131.7,3,3,1,62.8,41.6,149.6,128.0,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,33.33,0.0,91,25,18-25,1,Con hijos,0.573,3,Hombre,0,Primaria completa,Soltero,190.4,1189.0,33.1,7,2,2,379.7,78.0,520.9,73.0,1,Dudoso,Normal,Consumo,1706.1,4,13.3
21,62.2,1144.44,315,25,18-25,1,Con hijos,0.409,4,Mujer,1,Primaria completa,Soltero,214.3,2564.0,77.7,4,2,3,102.4,102.8,257.0,191.2,0,Dudoso,Normal,Comercial,0.0,0,0.0
21,43.95,523.47,181,27,26-30,1,Con hijos,0.534,1,Hombre,0,Secundaria incompleta,Casado,214.3,1132.0,205.1,8,2,2,127.0,455.2,623.1,87.5,0,Normal,Normal,Ninguno,0.0,0,0.0
21,16.77,96.63,123,29,26-30,1,Con hijos,0.363,1,Mujer,1,Secundaria completa,Soltero,213.1,678.0,206.0,8,3,3,112.7,39.4,192.3,48.0,0,Normal,Normal,Consumo,0.0,0,0.0
19,26.41,113.66,153,21,18-25,0,Sin hijos,0.28,2,Hombre,0,Superior,Soltero,124.4,683.0,181.8,6,3,1,18.6,23.4,53.7,87.2,0,Normal,Normal,Comercial,0.0,0,0.0
21,35.77,353.41,163,34,31-40,0,Sin hijos,0.258,3,Hombre,0,Secundaria incompleta,Soltero,199.7,1321.0,216.5,13,2,3,310.1,282.1,636.6,78.7,1,Dudoso,CPP,Ninguno,1760.3,2,14.8
21,47.66,7.39,100,26,26-30,1,Con hijos,0.184,2,Hombre,0,Secundaria incompleta,Soltero,171.1,1466.0,183.2,12,1,1,31.8,150.8,300.3,74.3,1,Normal,CPP,Ninguno,4399.8,3,4.6
20,71.08,994.91,227,29,26-30,1,Con hijos,0.334,3,Mujer,1,Secundaria incompleta,Soltero,135.5,1625.0,31.9,3,3,1,127.6,166.8,390.5,110.1,0,Normal,Deficiente,Comercial,0.0,0,0.0
21,68.67,2252.11,214,31,31-40,0,Sin hijos,0.447,3,Hombre,0,Secundaria incompleta,Soltero,57.5,2600.0,84.7,6,2,2,143.0,38.6,224.6,122.2,0,Normal,CPP,Consumo,0.0,0,0.0
19,50.81,143.67,173,28,26-30,1,Con hijos,0.369,1,Hombre,0,Secundaria incompleta,Soltero,206.1,1293.0,35.8,22,1,2,152.0,156.5,320.7,87.4,1,Normal,Normal,Consumo,1631.4,1,18.8
